Area;ISO 3 code;Year;Area type;Continent;Ember region;EU;OECD;G20;G7;ASEAN;Category;Subcategory;Variable;Unit;Value;YoY absolute change;YoY % change
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;22,35;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;29,34;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;6,99;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;87,24;-3;-3,32
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;210,05;25,89;14,06
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;112,57;20,68;22,51
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;66,45;-7,23;-9,81
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;87,24;-3;-3,32
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;20,79;4,23;25,54
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;0,71;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;32,79;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;37,17;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;19,58;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,7;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;2,06;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;0,97;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;6,02;;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;2,1;0,47;28,83
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;97,48;5,21;5,65
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;110,49;21,26;23,83
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;58,22;-9,01;-13,4
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;2,08;-0,58;-21,8
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;6,13;1,31;27,18
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;2,89;1,85;177,88
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;17,9;2,38;15,34
Turkey;TUR;2017;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;297,29;22,89;8,34
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;32,26;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;67,74;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;30,49;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;23,04;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;32,26;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;9,22;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;96,82;9,58;10,98
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;203,33;-6,72;-3,2
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;91,53;-21,04;-18,69
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;69,16;2,71;4,08
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;96,82;9,58;10,98
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;27,66;6,87;33,04
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;0,83;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;37,25;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;30,01;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;19,91;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,48;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;2,3;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;2,6;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;6,62;;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;2,5;0,4;19,05
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;111,8;14,32;14,69
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;90,09;-20,4;-18,46
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;59,75;1,53;2,63
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,44;-0,64;-30,77
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;6,91;0,78;12,72
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;7,8;4,91;169,9
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;19,86;1,96;10,95
Turkey;TUR;2018;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;300,15;2,86;0,96
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;43,8;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;56,2;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;18,6;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;33,4;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;43,8;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;10,4;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;131,47;34,65;35,79
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;168,71;-34,62;-17,03
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;55,85;-35,68;-38,98
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;100,27;31,11;44,98
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;131,47;34,65;35,79
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;31,2;3,54;12,8
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;1,13;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;37,6;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;18,28;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;29,53;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,32;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;2,74;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;3,19;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;7,21;;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;3,4;0,9;36
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;112,86;1,06;0,95
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;54,88;-35,21;-39,08
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;88,64;28,89;48,35
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;0,97;-0,47;-32,64
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;8,23;1,32;19,1
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;9,57;1,77;22,69
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;21,63;1,77;8,91
Turkey;TUR;2019;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;300,18;0,03;0,01
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;42,17;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;57,84;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;22,65;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;30,31;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;42,17;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;11,86;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;127,33;-4,14;-3,15
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;174,67;5,96;3,53
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;68,41;12,56;22,49
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;91,52;-8,75;-8,73
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;127,33;-4,14;-3,15
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;35,81;4,61;14,78
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;1,44;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;35,19;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;22,54;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;25,78;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,11;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;3,09;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;3,71;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;8,15;;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;4,34;0,94;27,65
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;106,26;-6,6;-5,85
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;68,07;13,19;24,03
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;77,86;-10,78;-12,16
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;0,34;-0,63;-64,95
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;9,32;1,09;13,24
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;11,2;1,63;17,03
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;24,61;2,98;13,78
Turkey;TUR;2020;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;302;1,82;0,61
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;35,4;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;64,61;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;32,85;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;21,89;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;35,4;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;13,51;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;116,07;-11,26;-8,84
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;211,81;37,14;21,26
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;107,69;39,28;57,42
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;71,77;-19,75;-21,58
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;116,07;-11,26;-8,84
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;44,3;8,49;23,71
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;1,88;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;31,76;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;32,74;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;16,93;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,11;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;3,08;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;4,05;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;9,46;;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;6,15;1,81;41,71
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;104,12;-2,14;-2,01
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;107,34;39,27;57,69
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;55,51;-22,35;-28,71
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;0,35;0,01;2,94
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;10,11;0,79;8,48
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;13,28;2,08;18,57
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;31,02;6,41;26,05
Turkey;TUR;2021;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;327,88;25,88;8,57
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;41,91;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;58,09;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;22,65;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;26,36;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;41,91;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;15,55;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;134,35;18,28;15,75
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;186,21;-25,6;-12,09
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;72,59;-35,1;-32,59
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;84,5;12,73;17,74
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;134,35;18,28;15,75
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;49,85;5,55;12,53
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;2,38;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;35,44;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;22,42;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;20,79;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,23;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;3,19;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;4,73;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;%;10,82;;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;TWh;7,62;1,47;23,9
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;TWh;113,62;9,5;9,12
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;TWh;71,86;-35,48;-33,05
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;TWh;66,66;11,15;20,09
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;TWh;0,73;0,38;108,57
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;TWh;10,22;0,11;1,09
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;TWh;15,16;1,88;14,16
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Wind;TWh;34,69;3,67;11,83
Turkey;TUR;2022;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Total;Total Generation;TWh;320,56;-7,32;-2,23
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;%;42,01;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;%;57,99;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;21,08;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;25,67;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;%;42,01;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;16,34;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Clean;TWh;134,34;-0,01;-0,01
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;185,45;-0,76;-0,41
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;67,42;-5,17;-7,12
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;82,06;-2,44;-2,89
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;134,34;-0,01;-0,01
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;52,28;2,43;4,87
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Bioenergy;%;2,57;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Coal;%;36,91;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Gas;%;20,79;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Hydro;%;19,93;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Fossil;%;0,29;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Other Renewables;%;3,17;;
Turkey;TUR;2023;Country or economy;Asia;Europe;0;1;1;0;0;Electricity generation;Fuel;Solar;%;5,75;;
