Area;ISO 3 code;Year;Area type;Continent;Ember region;EU;OECD;G20;G7;ASEAN;Category;Subcategory;Variable;Unit;Value;YoY absolute change;YoY % change
Germany;DEU;2007;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;3,14;0,87;38,33
Germany;DEU;2007;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;40,51;9,19;29,34
Germany;DEU;2007;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;631,1;0,9;0,14
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;38,39;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;61,59;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;18,06;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;7,66;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;14,91;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;7,25;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;242,86;12,89;5,61
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;389,43;-11,7;-2,92
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;114,22;10,19;9,8
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;48,48;2,69;5,87
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;94,37;4,93;5,51
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;45,89;2,24;5,13
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;4,43;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;43,53;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;13,99;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,23;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;23,48;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4,07;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;0,71;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;6,54;;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;28,02;3,4;13,81
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;275,21;-21,89;-7,37
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;88,48;11,03;14,24
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;20,44;-0,73;-3,45
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;148,49;7,96;5,66
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;25,74;-0,84;-3,16
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,02;0,02;
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;4,51;1,37;43,63
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;41,38;0,87;2,15
Germany;DEU;2008;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;632,29;1,19;0,19
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;39,28;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;60,71;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;17,6;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;8,49;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;16,33;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;7,84;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;231,01;-11,85;-4,88
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;356,95;-32,48;-8,34
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;103,5;-10,72;-9,39
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;49,94;1,46;3,01
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;96,08;1,71;1,81
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;46,14;0,25;0,54
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;5,25;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;43,11;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;13,65;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,24;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;22,95;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,95;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;1,14;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;6,7;;
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;30,89;2,87;10,24
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;253,45;-21,76;-7,91
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;80,27;-8,21;-9,28
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;19,03;-1,41;-6,9
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;134,93;-13,56;-9,13
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;23,23;-2,51;-9,75
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,02;0;0
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;6,72;2,21;49
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;39,42;-1,96;-4,74
Germany;DEU;2009;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;587,96;-44,33;-7,01
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;39,41;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;60,6;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;18,48;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;8,79;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;16,89;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;8,1;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;245,97;14,96;6,48
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;378,24;21,29;5,96
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;115,35;11,85;11,45
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;54,9;4,96;9,93
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;105,41;9,33;9,71
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;50,51;4,37;9,47
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;5,43;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;42,12;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;14,22;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,36;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;22,52;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4,26;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;1,92;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;6,18;;
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;33,92;3,03;9,81
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;262,89;9,44;3,72
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;88,76;8,49;10,58
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;20,95;1,92;10,09
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;140,56;5,63;4,17
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;26,59;3,36;14,46
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,03;0,01;50
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;11,96;5,24;77,98
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;38,55;-0,87;-2,21
Germany;DEU;2010;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;624,21;36,25;6,17
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;38,41;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;61,58;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;18,2;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;9,02;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;20,56;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;11,54;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;232,4;-13,57;-5,52
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;372,6;-5,64;-1,49
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;110,14;-5,21;-4,52
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;54,58;-0,32;-0,58
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;124,43;19,02;18,04
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;69,85;19,34;38,29
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;6,1;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;43,38;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;14,16;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;2,92;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;17,85;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4,04;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;3,3;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;8,24;;
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;36,89;2,97;8,76
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;262,46;-0,43;-0,16
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;85,67;-3,09;-3,48
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;17,67;-3,28;-15,66
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;107,97;-32,59;-23,19
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;24,47;-2,12;-7,97
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,02;-0,01;-33,33
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;19,99;8,03;67,14
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;49,86;11,31;29,34
Germany;DEU;2011;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;605;-19,21;-3,08
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;39,18;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;60,82;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;16,25;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;10,48;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;23,13;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;12,65;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;242,86;10,46;4,5
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;376,95;4,35;1,17
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;100,72;-9,42;-8,55
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;64,98;10,4;19,05
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;143,4;18,97;15,25
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;78,42;8,57;12,27
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;6,97;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;44,57;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;12,25;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,51;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;16,05;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;4,31;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;8,34;;
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;43,2;6,31;17,1
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;276,23;13,77;5,25
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;75,95;-9,72;-11,35
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;21,75;4,08;23,09
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;99,46;-8,51;-7,88
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;24,77;0,3;1,23
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,03;0,01;50
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;26,74;6,75;33,77
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;51,68;1,82;3,65
Germany;DEU;2012;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;619,81;14,81;2,45
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;39,58;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;60,42;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;14,65;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;10,89;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;24,13;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;13,24;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;249,24;6,38;2,63
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;380,45;3,5;0,93
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;92,25;-8,47;-8,41
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;68,59;3,61;5,56
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;151,95;8,55;5,96
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;83,36;4,94;6,3
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;7,23;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;45,77;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;10,64;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,65;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;15,45;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4,01;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,01;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;4,86;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;8,38;;
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;45,51;2,31;5,35
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;288,2;11,97;4,33
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;67;-8,95;-11,78
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;23;1,25;5,75
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;97,29;-2,17;-2,18
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;25,25;0,48;1,94
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,08;0,05;166,67
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;30,62;3,88;14,51
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;52,74;1,06;2,05
Germany;DEU;2013;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;629,69;9,88;1,59
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;41,87;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;58,14;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;13,79;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;10,99;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;26,17;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;15,18;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;259,06;9,82;3,94
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;359,69;-20,76;-5,46
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;85,28;-6,97;-7,56
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;67,98;-0,61;-0,89
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;161,93;9,98;6,57
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;93,95;10,59;12,7
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;7,8;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;44,35;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;9,8;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,17;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;15,7;;
