region,period_id,period,baseline_period,multimodel_mean_warming,internal_sd,model_sd,total_sd,internal_contribution,model_contribution,internal_snr,total_snr,probability_exceeding_2c,probability_exceeding_3c
MED,P1,2021-2040,1995-2014,1.289165332304303,0.1676753557625453,0.3874247183008369,0.4221527416475925,0.1577608526020292,0.8422391473979703,7.688460396827567,3.0537888425713,0.008,0.0
MED,P2,2041-2060,1995-2014,2.409380449799053,0.1950405477800531,0.569820291564136,0.6022756677440824,0.1048719106466819,0.8951280893533178,12.35322848106491,4.00046121541613,0.6910000000000001,0.2156190476190476
MED,P3,2081-2100,1995-2014,4.942720350165049,0.1929150181534215,1.035075350059946,1.052899418050392,0.0335705382878853,0.9664294617121144,25.62123155302612,4.694389858546288,1.0,1.0
NEU,P1,2021-2040,1995-2014,0.9832925355231948,0.2865817532973196,0.5693398566300828,0.6373985987359315,0.2021505195851156,0.7978494804148843,3.43110656631045,1.542665041111212,0.0285714285714285,0.0
NEU,P2,2041-2060,1995-2014,1.958772678707014,0.320543965455878,0.8550022795772085,0.9131140848067136,0.1232324625082314,0.8767675374917684,6.110776959788482,2.14515657057425,0.4316666666666666,0.1382857142857143
NEU,P3,2081-2100,1995-2014,4.022265616806024,0.3087739821139613,1.698921189964621,1.726752611621398,0.0319757805276097,0.9680242194723904,13.02656910814947,2.32938151634192,0.948,0.6056666666666667
WCE,P1,2021-2040,1995-2014,1.379338385632493,0.2988215049867591,0.4247088142566869,0.519299401838547,0.3311220123051628,0.6688779876948364,4.615927443687872,2.656152463779146,0.084095238095238,0.0
WCE,P2,2041-2060,1995-2014,2.60553414848296,0.3053357614868327,0.6169281492785349,0.6883533021748223,0.1967580659531469,0.8032419340468531,8.533340922122289,3.785169825220404,0.77,0.3407619047619047
WCE,P3,2081-2100,1995-2014,5.443779966256931,0.3351669707926991,1.119872208778577,1.16895280585016,0.0822107240380426,0.9177892759619574,16.24199411231339,4.656971555235509,1.0,1.0
