model,member,region,period_id,period,baseline_period,period_mean_jja_warming
ACCESS-ESM1-5,r39i1p1f1,MED,P2,2041-2060,1995-2014,2.2648483321280963
ACCESS-ESM1-5,r39i1p1f1,MED,P3,2081-2100,1995-2014,4.792770060214349
ACCESS-ESM1-5,r39i1p1f1,NEU,P1,2021-2040,1995-2014,0.4415514381600862
ACCESS-ESM1-5,r39i1p1f1,NEU,P2,2041-2060,1995-2014,2.268759956077256
ACCESS-ESM1-5,r39i1p1f1,NEU,P3,2081-2100,1995-2014,3.99979440842505
ACCESS-ESM1-5,r39i1p1f1,WCE,P1,2021-2040,1995-2014,1.3249917234220028
ACCESS-ESM1-5,r39i1p1f1,WCE,P2,2041-2060,1995-2014,2.808541566536315
ACCESS-ESM1-5,r39i1p1f1,WCE,P3,2081-2100,1995-2014,5.641379030629535
ACCESS-ESM1-5,r3i1p1f1,MED,P1,2021-2040,1995-2014,1.5242524596573308
ACCESS-ESM1-5,r3i1p1f1,MED,P2,2041-2060,1995-2014,2.4219198440126073
ACCESS-ESM1-5,r3i1p1f1,MED,P3,2081-2100,1995-2014,4.712986868088329
ACCESS-ESM1-5,r3i1p1f1,NEU,P1,2021-2040,1995-2014,0.886889950508797
ACCESS-ESM1-5,r3i1p1f1,NEU,P2,2041-2060,1995-2014,1.7280852961482907
ACCESS-ESM1-5,r3i1p1f1,NEU,P3,2081-2100,1995-2014,4.400837901039348
ACCESS-ESM1-5,r3i1p1f1,WCE,P1,2021-2040,1995-2014,2.088840344191192
ACCESS-ESM1-5,r3i1p1f1,WCE,P2,2041-2060,1995-2014,2.5876662027063757
ACCESS-ESM1-5,r3i1p1f1,WCE,P3,2081-2100,1995-2014,6.362766439154702
ACCESS-ESM1-5,r40i1p1f1,MED,P1,2021-2040,1995-2014,1.254018245603446
ACCESS-ESM1-5,r40i1p1f1,MED,P2,2041-2060,1995-2014,2.455821159120584
ACCESS-ESM1-5,r40i1p1f1,MED,P3,2081-2100,1995-2014,4.519118561729103
ACCESS-ESM1-5,r40i1p1f1,NEU,P1,2021-2040,1995-2014,1.0887397274856805
ACCESS-ESM1-5,r40i1p1f1,NEU,P2,2041-2060,1995-2014,1.5743779393493569
ACCESS-ESM1-5,r40i1p1f1,NEU,P3,2081-2100,1995-2014,3.5516100530144117
ACCESS-ESM1-5,r40i1p1f1,WCE,P1,2021-2040,1995-2014,1.1805910904801236
ACCESS-ESM1-5,r40i1p1f1,WCE,P2,2041-2060,1995-2014,2.108551263075954
ACCESS-ESM1-5,r40i1p1f1,WCE,P3,2081-2100,1995-2014,4.482532651391354
ACCESS-ESM1-5,r4i1p1f1,MED,P1,2021-2040,1995-2014,1.1586509470339779
ACCESS-ESM1-5,r4i1p1f1,MED,P2,2041-2060,1995-2014,2.089566020764413
ACCESS-ESM1-5,r4i1p1f1,MED,P3,2081-2100,1995-2014,4.3617413638833895
ACCESS-ESM1-5,r4i1p1f1,NEU,P1,2021-2040,1995-2014,-0.19129654007835734
ACCESS-ESM1-5,r4i1p1f1,NEU,P2,2041-2060,1995-2014,1.1139359797962833
ACCESS-ESM1-5,r4i1p1f1,NEU,P3,2081-2100,1995-2014,3.229099508571531
ACCESS-ESM1-5,r4i1p1f1,WCE,P1,2021-2040,1995-2014,1.0861569418208323
ACCESS-ESM1-5,r4i1p1f1,WCE,P2,2041-2060,1995-2014,2.5535862733260344
ACCESS-ESM1-5,r4i1p1f1,WCE,P3,2081-2100,1995-2014,5.398264878368517
ACCESS-ESM1-5,r5i1p1f1,MED,P1,2021-2040,1995-2014,1.2628765641670006
ACCESS-ESM1-5,r5i1p1f1,MED,P2,2041-2060,1995-2014,2.2991754651372647
ACCESS-ESM1-5,r5i1p1f1,MED,P3,2081-2100,1995-2014,4.69538248990325
ACCESS-ESM1-5,r5i1p1f1,NEU,P1,2021-2040,1995-2014,0.7677138442737346
ACCESS-ESM1-5,r5i1p1f1,NEU,P2,2041-2060,1995-2014,1.9045885474753521
ACCESS-ESM1-5,r5i1p1f1,NEU,P3,2081-2100,1995-2014,4.289083651712618
ACCESS-ESM1-5,r5i1p1f1,WCE,P1,2021-2040,1995-2014,1.3506987970637188
ACCESS-ESM1-5,r5i1p1f1,WCE,P2,2041-2060,1995-2014,3.13461487899161
ACCESS-ESM1-5,r5i1p1f1,WCE,P3,2081-2100,1995-2014,5.938262145636251
ACCESS-ESM1-5,r6i1p1f1,MED,P1,2021-2040,1995-2014,1.8391753752461681
ACCESS-ESM1-5,r6i1p1f1,MED,P2,2041-2060,1995-2014,2.734237411293209
ACCESS-ESM1-5,r6i1p1f1,MED,P3,2081-2100,1995-2014,5.137658270989429
ACCESS-ESM1-5,r6i1p1f1,NEU,P1,2021-2040,1995-2014,0.9408464291747063
ACCESS-ESM1-5,r6i1p1f1,NEU,P2,2041-2060,1995-2014,1.4948027423883747
ACCESS-ESM1-5,r6i1p1f1,NEU,P3,2081-2100,1995-2014,4.266414478319022
ACCESS-ESM1-5,r6i1p1f1,WCE,P1,2021-2040,1995-2014,1.404174997463417
ACCESS-ESM1-5,r6i1p1f1,WCE,P2,2041-2060,1995-2014,3.122413217329542
ACCESS-ESM1-5,r6i1p1f1,WCE,P3,2081-2100,1995-2014,6.175447034378783
ACCESS-ESM1-5,r7i1p1f1,MED,P1,2021-2040,1995-2014,1.2590806611243155
ACCESS-ESM1-5,r7i1p1f1,MED,P2,2041-2060,1995-2014,2.5389897127749372
ACCESS-ESM1-5,r7i1p1f1,MED,P3,2081-2100,1995-2014,4.574183607803756
ACCESS-ESM1-5,r7i1p1f1,NEU,P1,2021-2040,1995-2014,0.6368916183016093
ACCESS-ESM1-5,r7i1p1f1,NEU,P2,2041-2060,1995-2014,1.2724466195921031
ACCESS-ESM1-5,r7i1p1f1,NEU,P3,2081-2100,1995-2014,3.428832691050647
ACCESS-ESM1-5,r7i1p1f1,WCE,P1,2021-2040,1995-2014,1.2079682847752562
ACCESS-ESM1-5,r7i1p1f1,WCE,P2,2041-2060,1995-2014,2.7339409962069703
ACCESS-ESM1-5,r7i1p1f1,WCE,P3,2081-2100,1995-2014,5.694605565489348
ACCESS-ESM1-5,r8i1p1f1,MED,P1,2021-2040,1995-2014,1.151788919284828
ACCESS-ESM1-5,r8i1p1f1,MED,P2,2041-2060,1995-2014,2.3657511340214463
ACCESS-ESM1-5,r8i1p1f1,MED,P3,2081-2100,1995-2014,4.3510435339648295
ACCESS-ESM1-5,r8i1p1f1,NEU,P1,2021-2040,1995-2014,0.11688111529186376
ACCESS-ESM1-5,r8i1p1f1,NEU,P2,2041-2060,1995-2014,1.634597145746047
ACCESS-ESM1-5,r8i1p1f1,NEU,P3,2081-2100,1995-2014,3.6776419844519994
ACCESS-ESM1-5,r8i1p1f1,WCE,P1,2021-2040,1995-2014,1.2555979746625647
ACCESS-ESM1-5,r8i1p1f1,WCE,P2,2041-2060,1995-2014,2.879911240317017
ACCESS-ESM1-5,r8i1p1f1,WCE,P3,2081-2100,1995-2014,5.277671907399224
ACCESS-ESM1-5,r9i1p1f1,MED,P1,2021-2040,1995-2014,1.3897492352829683
ACCESS-ESM1-5,r9i1p1f1,MED,P2,2041-2060,1995-2014,2.524745244516418
ACCESS-ESM1-5,r9i1p1f1,MED,P3,2081-2100,1995-2014,5.05362213229944
ACCESS-ESM1-5,r9i1p1f1,NEU,P1,2021-2040,1995-2014,0.5435588622375993
ACCESS-ESM1-5,r9i1p1f1,NEU,P2,2041-2060,1995-2014,1.9519350068002423
ACCESS-ESM1-5,r9i1p1f1,NEU,P3,2081-2100,1995-2014,4.319081367246955
ACCESS-ESM1-5,r9i1p1f1,WCE,P1,2021-2040,1995-2014,0.8211211362636306
ACCESS-ESM1-5,r9i1p1f1,WCE,P2,2041-2060,1995-2014,2.237547763692952
ACCESS-ESM1-5,r9i1p1f1,WCE,P3,2081-2100,1995-2014,5.612847901860497
CESM2(CMIP6),1001.001i1p1f1,MED,P1,2021-2040,1995-2014,1.2959368976900492
CESM2(CMIP6),1001.001i1p1f1,MED,P2,2041-2060,1995-2014,1.9165223505416578
CESM2(CMIP6),1001.001i1p1f1,MED,P3,2081-2100,1995-2014,4.122422248964466
CESM2(CMIP6),1001.001i1p1f1,NEU,P1,2021-2040,1995-2014,0.4424526125103211
CESM2(CMIP6),1001.001i1p1f1,NEU,P2,2041-2060,1995-2014,0.7434608322519722
CESM2(CMIP6),1001.001i1p1f1,NEU,P3,2081-2100,1995-2014,2.0683364429187328
CESM2(CMIP6),1001.001i1p1f1,WCE,P1,2021-2040,1995-2014,1.4287090555954238
CESM2(CMIP6),1001.001i1p1f1,WCE,P2,2041-2060,1995-2014,1.8711389937976037
CESM2(CMIP6),1001.001i1p1f1,WCE,P3,2081-2100,1995-2014,4.458325737109076
CESM2(CMIP6),1021.002i1p1f1,MED,P1,2021-2040,1995-2014,1.0516246036245396
CESM2(CMIP6),1021.002i1p1f1,MED,P2,2041-2060,1995-2014,2.041562615887558
CESM2(CMIP6),1021.002i1p1f1,MED,P3,2081-2100,1995-2014,4.383979403043126
CESM2(CMIP6),1021.002i1p1f1,NEU,P1,2021-2040,1995-2014,-0.15794698739370902
CESM2(CMIP6),1021.002i1p1f1,NEU,P2,2041-2060,1995-2014,0.5506693220708192
CESM2(CMIP6),1021.002i1p1f1,NEU,P3,2081-2100,1995-2014,1.7175520076286361
CESM2(CMIP6),1021.002i1p1f1,WCE,P1,2021-2040,1995-2014,0.8771044323073969
CESM2(CMIP6),1021.002i1p1f1,WCE,P2,2041-2060,1995-2014,2.152064616347708
CESM2(CMIP6),1021.002i1p1f1,WCE,P3,2081-2100,1995-2014,4.649363857959279
CESM2(CMIP6),1041.003i1p1f1,MED,P1,2021-2040,1995-2014,0.8800273374844052
CESM2(CMIP6),1041.003i1p1f1,MED,P2,2041-2060,1995-2014,1.694513754514528
CESM2(CMIP6),1041.003i1p1f1,MED,P3,2081-2100,1995-2014,4.1123757862274735
CESM2(CMIP6),1041.003i1p1f1,NEU,P1,2021-2040,1995-2014,0.36251648082167504
CESM2(CMIP6),1041.003i1p1f1,NEU,P2,2041-2060,1995-2014,0.956562908225178
CESM2(CMIP6),1041.003i1p1f1,NEU,P3,2081-2100,1995-2014,1.9792065177338247
CESM2(CMIP6),1041.003i1p1f1,WCE,P1,2021-2040,1995-2014,0.6664505508033951
CESM2(CMIP6),1041.003i1p1f1,WCE,P2,2041-2060,1995-2014,1.289784615184218
CESM2(CMIP6),1041.003i1p1f1,WCE,P3,2081-2100,1995-2014,4.260210611342538
CESM2(CMIP6),1061.004i1p1f1,MED,P1,2021-2040,1995-2014,0.8972216697208921
CESM2(CMIP6),1061.004i1p1f1,MED,P2,2041-2060,1995-2014,2.2652930827429083
CESM2(CMIP6),1061.004i1p1f1,MED,P3,2081-2100,1995-2014,4.277364730147139
CESM2(CMIP6),1061.004i1p1f1,NEU,P1,2021-2040,1995-2014,0.18235715368716363
CESM2(CMIP6),1061.004i1p1f1,NEU,P2,2041-2060,1995-2014,1.440718506928184
CESM2(CMIP6),1061.004i1p1f1,NEU,P3,2081-2100,1995-2014,2.463449774901078
CESM2(CMIP6),1061.004i1p1f1,WCE,P1,2021-2040,1995-2014,0.7718381905776506
CESM2(CMIP6),1061.004i1p1f1,WCE,P2,2041-2060,1995-2014,2.7885577886785327
CESM2(CMIP6),1061.004i1p1f1,WCE,P3,2081-2100,1995-2014,4.64959752173982
CESM2(CMIP6),1081.005i1p1f1,MED,P1,2021-2040,1995-2014,1.0483246456625577
CESM2(CMIP6),1081.005i1p1f1,MED,P2,2041-2060,1995-2014,1.9327560438404767
CESM2(CMIP6),1081.005i1p1f1,MED,P3,2081-2100,1995-2014,4.413262786695837
CESM2(CMIP6),1081.005i1p1f1,NEU,P1,2021-2040,1995-2014,0.20256288788127907
CESM2(CMIP6),1081.005i1p1f1,NEU,P2,2041-2060,1995-2014,1.0055795486910508
CESM2(CMIP6),1081.005i1p1f1,NEU,P3,2081-2100,1995-2014,1.7018086504261265
CESM2(CMIP6),1081.005i1p1f1,WCE,P1,2021-2040,1995-2014,1.281263066612519
CESM2(CMIP6),1081.005i1p1f1,WCE,P2,2041-2060,1995-2014,2.0330716599804033
CESM2(CMIP6),1081.005i1p1f1,WCE,P3,2081-2100,1995-2014,4.612035272687258
CESM2(CMIP6),1101.006i1p1f1,MED,P1,2021-2040,1995-2014,0.8944797740427575
CESM2(CMIP6),1101.006i1p1f1,MED,P2,2041-2060,1995-2014,1.840067959042584
CESM2(CMIP6),1101.006i1p1f1,MED,P3,2081-2100,1995-2014,4.130784427210922
CESM2(CMIP6),1101.006i1p1f1,NEU,P1,2021-2040,1995-2014,0.22533778726053538
CESM2(CMIP6),1101.006i1p1f1,NEU,P2,2041-2060,1995-2014,1.0683116033701308
CESM2(CMIP6),1101.006i1p1f1,NEU,P3,2081-2100,1995-2014,2.532261981597734
CESM2(CMIP6),1101.006i1p1f1,WCE,P1,2021-2040,1995-2014,0.8534600244237984
CESM2(CMIP6),1101.006i1p1f1,WCE,P2,2041-2060,1995-2014,1.9280876544676098
CESM2(CMIP6),1101.006i1p1f1,WCE,P3,2081-2100,1995-2014,4.94113030669122
CESM2(CMIP6),1121.007i1p1f1,MED,P1,2021-2040,1995-2014,0.8012508765143762
CESM2(CMIP6),1121.007i1p1f1,MED,P2,2041-2060,1995-2014,2.15266846765367
CESM2(CMIP6),1121.007i1p1f1,MED,P3,2081-2100,1995-2014,4.247979996223685
CESM2(CMIP6),1121.007i1p1f1,NEU,P1,2021-2040,1995-2014,0.2687338681109999
CESM2(CMIP6),1121.007i1p1f1,NEU,P2,2041-2060,1995-2014,1.328853562206826
CESM2(CMIP6),1121.007i1p1f1,NEU,P3,2081-2100,1995-2014,2.5853410398639554
CESM2(CMIP6),1121.007i1p1f1,WCE,P1,2021-2040,1995-2014,0.6549625970342214
CESM2(CMIP6),1121.007i1p1f1,WCE,P2,2041-2060,1995-2014,2.2277227127253454
CESM2(CMIP6),1121.007i1p1f1,WCE,P3,2081-2100,1995-2014,4.603428018193176
CESM2(CMIP6),1141.008i1p1f1,MED,P1,2021-2040,1995-2014,1.0074654390799407
CESM2(CMIP6),1141.008i1p1f1,MED,P2,2041-2060,1995-2014,2.2534819691209904
CESM2(CMIP6),1141.008i1p1f1,MED,P3,2081-2100,1995-2014,4.278889328515527
CESM2(CMIP6),1141.008i1p1f1,NEU,P1,2021-2040,1995-2014,0.7735561198640823
CESM2(CMIP6),1141.008i1p1f1,NEU,P2,2041-2060,1995-2014,1.676181677752591
CESM2(CMIP6),1141.008i1p1f1,NEU,P3,2081-2100,1995-2014,2.498645863592617
CESM2(CMIP6),1141.008i1p1f1,WCE,P1,2021-2040,1995-2014,1.3038992096484352
CESM2(CMIP6),1141.008i1p1f1,WCE,P2,2041-2060,1995-2014,2.6532679659577925
CESM2(CMIP6),1141.008i1p1f1,WCE,P3,2081-2100,1995-2014,4.74119310224891
CESM2(CMIP6),1161.009i1p1f1,MED,P1,2021-2040,1995-2014,0.7362618804554562
CESM2(CMIP6),1161.009i1p1f1,MED,P2,2041-2060,1995-2014,1.9785645728434367
CESM2(CMIP6),1161.009i1p1f1,MED,P3,2081-2100,1995-2014,4.154203682532006
CESM2(CMIP6),1161.009i1p1f1,NEU,P1,2021-2040,1995-2014,0.47823685518908077
CESM2(CMIP6),1161.009i1p1f1,NEU,P2,2041-2060,1995-2014,1.503570710743694
CESM2(CMIP6),1161.009i1p1f1,NEU,P3,2081-2100,1995-2014,2.6918239719058676
CESM2(CMIP6),1161.009i1p1f1,WCE,P1,2021-2040,1995-2014,1.0341483520082
CESM2(CMIP6),1161.009i1p1f1,WCE,P2,2041-2060,1995-2014,2.461638250892153
CESM2(CMIP6),1161.009i1p1f1,WCE,P3,2081-2100,1995-2014,4.893602424404686
CESM2(CMIP6),1181.010i1p1f1,MED,P1,2021-2040,1995-2014,1.0453123398080775
CESM2(CMIP6),1181.010i1p1f1,MED,P2,2041-2060,1995-2014,1.6873301094229476
CESM2(CMIP6),1181.010i1p1f1,MED,P3,2081-2100,1995-2014,4.063231066029594
CESM2(CMIP6),1181.010i1p1f1,NEU,P1,2021-2040,1995-2014,0.4932207172107096
CESM2(CMIP6),1181.010i1p1f1,NEU,P2,2041-2060,1995-2014,1.028815550019451
CESM2(CMIP6),1181.010i1p1f1,NEU,P3,2081-2100,1995-2014,1.934363912027947
CESM2(CMIP6),1181.010i1p1f1,WCE,P1,2021-2040,1995-2014,1.1289643969302552
CESM2(CMIP6),1181.010i1p1f1,WCE,P2,2041-2060,1995-2014,1.7963251194108814
CESM2(CMIP6),1181.010i1p1f1,WCE,P3,2081-2100,1995-2014,4.507691603674414
CESM2(CMIP6),1231.001i1p1f1,MED,P1,2021-2040,1995-2014,0.7837025012790153
CESM2(CMIP6),1231.001i1p1f1,MED,P2,2041-2060,1995-2014,1.7775235026237213
CESM2(CMIP6),1231.001i1p1f1,MED,P3,2081-2100,1995-2014,4.121802237434599
CESM2(CMIP6),1231.001i1p1f1,NEU,P1,2021-2040,1995-2014,-0.021331961552271482
CESM2(CMIP6),1231.001i1p1f1,NEU,P2,2041-2060,1995-2014,1.289368500422501
CESM2(CMIP6),1231.001i1p1f1,NEU,P3,2081-2100,1995-2014,2.0923235254130312
CESM2(CMIP6),1231.001i1p1f1,WCE,P1,2021-2040,1995-2014,0.8029022540019313
CESM2(CMIP6),1231.001i1p1f1,WCE,P2,2041-2060,1995-2014,2.2073163716976234
CESM2(CMIP6),1231.001i1p1f1,WCE,P3,2081-2100,1995-2014,4.735158557221394
CESM2(CMIP6),1231.002i1p1f1,MED,P1,2021-2040,1995-2014,1.3367036641752275
CESM2(CMIP6),1231.002i1p1f1,MED,P2,2041-2060,1995-2014,1.9419179014425367
CESM2(CMIP6),1231.002i1p1f1,MED,P3,2081-2100,1995-2014,4.406488152903864
CESM2(CMIP6),1231.002i1p1f1,NEU,P1,2021-2040,1995-2014,0.1778704366677996
CESM2(CMIP6),1231.002i1p1f1,NEU,P2,2041-2060,1995-2014,0.8162786708227383
CESM2(CMIP6),1231.002i1p1f1,NEU,P3,2081-2100,1995-2014,2.302865318998757
CESM2(CMIP6),1231.002i1p1f1,WCE,P1,2021-2040,1995-2014,1.3364955426789147
CESM2(CMIP6),1231.002i1p1f1,WCE,P2,2041-2060,1995-2014,1.748036630098725
CESM2(CMIP6),1231.002i1p1f1,WCE,P3,2081-2100,1995-2014,4.866245637594661
CESM2(CMIP6),1231.003i1p1f1,MED,P1,2021-2040,1995-2014,1.036658675629864
CESM2(CMIP6),1231.003i1p1f1,MED,P2,2041-2060,1995-2014,2.0988987096802516
CESM2(CMIP6),1231.003i1p1f1,MED,P3,2081-2100,1995-2014,4.446421558029234
CESM2(CMIP6),1231.003i1p1f1,NEU,P1,2021-2040,1995-2014,0.5253115603793062
CESM2(CMIP6),1231.003i1p1f1,NEU,P2,2041-2060,1995-2014,1.417254795485548
CESM2(CMIP6),1231.003i1p1f1,NEU,P3,2081-2100,1995-2014,2.8425675669443846
CESM2(CMIP6),1231.003i1p1f1,WCE,P1,2021-2040,1995-2014,1.1826777597987572
CESM2(CMIP6),1231.003i1p1f1,WCE,P2,2041-2060,1995-2014,2.3986372966606586
CESM2(CMIP6),1231.003i1p1f1,WCE,P3,2081-2100,1995-2014,5.279991590725367
CESM2(CMIP6),1231.004i1p1f1,MED,P1,2021-2040,1995-2014,0.950519510858307
CESM2(CMIP6),1231.004i1p1f1,MED,P2,2041-2060,1995-2014,1.7784627535034723
CESM2(CMIP6),1231.004i1p1f1,MED,P3,2081-2100,1995-2014,3.9558706657518945
CESM2(CMIP6),1231.004i1p1f1,NEU,P1,2021-2040,1995-2014,0.13304189616028098
CESM2(CMIP6),1231.004i1p1f1,NEU,P2,2041-2060,1995-2014,0.8641798611472604
CESM2(CMIP6),1231.004i1p1f1,NEU,P3,2081-2100,1995-2014,1.9555917047217357
CESM2(CMIP6),1231.004i1p1f1,WCE,P1,2021-2040,1995-2014,0.7671161119937604
CESM2(CMIP6),1231.004i1p1f1,WCE,P2,2041-2060,1995-2014,1.750128724711218
CESM2(CMIP6),1231.004i1p1f1,WCE,P3,2081-2100,1995-2014,4.38126521797183
CESM2(CMIP6),1231.005i1p1f1,MED,P1,2021-2040,1995-2014,1.129084769590388
CESM2(CMIP6),1231.005i1p1f1,MED,P2,2041-2060,1995-2014,2.177378376980881
CESM2(CMIP6),1231.005i1p1f1,MED,P3,2081-2100,1995-2014,4.437800268832817
CESM2(CMIP6),1231.005i1p1f1,NEU,P1,2021-2040,1995-2014,0.37334115899019205
CESM2(CMIP6),1231.005i1p1f1,NEU,P2,2041-2060,1995-2014,1.2841766780346675
CESM2(CMIP6),1231.005i1p1f1,NEU,P3,2081-2100,1995-2014,2.557953984985047
CESM2(CMIP6),1231.005i1p1f1,WCE,P1,2021-2040,1995-2014,1.261948469785589
CESM2(CMIP6),1231.005i1p1f1,WCE,P2,2041-2060,1995-2014,2.7220852348058022
CESM2(CMIP6),1231.005i1p1f1,WCE,P3,2081-2100,1995-2014,5.257011508392655
CESM2(CMIP6),1231.006i1p1f1,MED,P1,2021-2040,1995-2014,0.9924133311027024
CESM2(CMIP6),1231.006i1p1f1,MED,P2,2041-2060,1995-2014,2.0383764771078825
CESM2(CMIP6),1231.006i1p1f1,MED,P3,2081-2100,1995-2014,4.2260449701658
CESM2(CMIP6),1231.006i1p1f1,NEU,P1,2021-2040,1995-2014,0.1988106706417633
CESM2(CMIP6),1231.006i1p1f1,NEU,P2,2041-2060,1995-2014,1.311690874999902
CESM2(CMIP6),1231.006i1p1f1,NEU,P3,2081-2100,1995-2014,2.147779966138093
CESM2(CMIP6),1231.006i1p1f1,WCE,P1,2021-2040,1995-2014,0.9100928267653158
CESM2(CMIP6),1231.006i1p1f1,WCE,P2,2041-2060,1995-2014,2.2680096085803076
CESM2(CMIP6),1231.006i1p1f1,WCE,P3,2081-2100,1995-2014,4.7834094225634685
CESM2(CMIP6),1231.007i1p1f1,MED,P1,2021-2040,1995-2014,0.7978774641079944
CESM2(CMIP6),1231.007i1p1f1,MED,P2,2041-2060,1995-2014,2.253369895816695
CESM2(CMIP6),1231.007i1p1f1,MED,P3,2081-2100,1995-2014,4.222528915627282
CESM2(CMIP6),1231.007i1p1f1,NEU,P1,2021-2040,1995-2014,0.5970413526256245
CESM2(CMIP6),1231.007i1p1f1,NEU,P2,2041-2060,1995-2014,1.641532386587595
CESM2(CMIP6),1231.007i1p1f1,NEU,P3,2081-2100,1995-2014,2.3957967799229727
CESM2(CMIP6),1231.007i1p1f1,WCE,P1,2021-2040,1995-2014,1.1555552101658115
CESM2(CMIP6),1231.007i1p1f1,WCE,P2,2041-2060,1995-2014,3.064066637119198
CESM2(CMIP6),1231.007i1p1f1,WCE,P3,2081-2100,1995-2014,5.095623369455469
CESM2(CMIP6),1231.008i1p1f1,MED,P1,2021-2040,1995-2014,0.8331872279692597
CESM2(CMIP6),1231.008i1p1f1,MED,P2,2041-2060,1995-2014,1.5724898661838842
CESM2(CMIP6),1231.008i1p1f1,MED,P3,2081-2100,1995-2014,3.8830818496011155
CESM2(CMIP6),1231.008i1p1f1,NEU,P1,2021-2040,1995-2014,0.32958556977672515
CESM2(CMIP6),1231.008i1p1f1,NEU,P2,2041-2060,1995-2014,0.4503528260834752
CESM2(CMIP6),1231.008i1p1f1,NEU,P3,2081-2100,1995-2014,1.8089048814563005
CESM2(CMIP6),1231.008i1p1f1,WCE,P1,2021-2040,1995-2014,0.8480631638468866
CESM2(CMIP6),1231.008i1p1f1,WCE,P2,2041-2060,1995-2014,1.7202842799277343
CESM2(CMIP6),1231.008i1p1f1,WCE,P3,2081-2100,1995-2014,4.3866724399851105
CESM2(CMIP6),1231.009i1p1f1,MED,P1,2021-2040,1995-2014,0.794141122395755
CESM2(CMIP6),1231.009i1p1f1,MED,P2,2041-2060,1995-2014,1.8905871148002298
CESM2(CMIP6),1231.009i1p1f1,MED,P3,2081-2100,1995-2014,4.043559482126503
CESM2(CMIP6),1231.009i1p1f1,NEU,P1,2021-2040,1995-2014,0.3097306578825708
CESM2(CMIP6),1231.009i1p1f1,NEU,P2,2041-2060,1995-2014,1.0649479103342454
CESM2(CMIP6),1231.009i1p1f1,NEU,P3,2081-2100,1995-2014,1.938719058505945
CESM2(CMIP6),1231.009i1p1f1,WCE,P1,2021-2040,1995-2014,0.909297954088364
CESM2(CMIP6),1231.009i1p1f1,WCE,P2,2041-2060,1995-2014,2.2232198232463807
CESM2(CMIP6),1231.009i1p1f1,WCE,P3,2081-2100,1995-2014,4.149331751654616
CESM2(CMIP6),1231.010i1p1f1,MED,P1,2021-2040,1995-2014,0.8470081271197862
CESM2(CMIP6),1231.010i1p1f1,MED,P2,2041-2060,1995-2014,1.6912949131927086
CESM2(CMIP6),1231.010i1p1f1,MED,P3,2081-2100,1995-2014,3.90337382057415
CESM2(CMIP6),1231.010i1p1f1,NEU,P1,2021-2040,1995-2014,0.2800787063000314
CESM2(CMIP6),1231.010i1p1f1,NEU,P2,2041-2060,1995-2014,0.9587568171129164
CESM2(CMIP6),1231.010i1p1f1,NEU,P3,2081-2100,1995-2014,2.347796269813604
CESM2(CMIP6),1231.010i1p1f1,WCE,P1,2021-2040,1995-2014,0.7696973864636659
CESM2(CMIP6),1231.010i1p1f1,WCE,P2,2041-2060,1995-2014,2.2426089876574253
CESM2(CMIP6),1231.010i1p1f1,WCE,P3,2081-2100,1995-2014,4.760389772144434
CESM2(CMIP6),1251.001i1p1f1,MED,P1,2021-2040,1995-2014,0.846058109551285
CESM2(CMIP6),1251.001i1p1f1,MED,P2,2041-2060,1995-2014,2.2244019679007523
CESM2(CMIP6),1251.001i1p1f1,MED,P3,2081-2100,1995-2014,4.440263213906479
CESM2(CMIP6),1251.001i1p1f1,NEU,P1,2021-2040,1995-2014,0.847305067541205
CESM2(CMIP6),1251.001i1p1f1,NEU,P2,2041-2060,1995-2014,1.4653875176014721
CESM2(CMIP6),1251.001i1p1f1,NEU,P3,2081-2100,1995-2014,3.155717248493528
CESM2(CMIP6),1251.001i1p1f1,WCE,P1,2021-2040,1995-2014,1.0313852309895275
CESM2(CMIP6),1251.001i1p1f1,WCE,P2,2041-2060,1995-2014,2.5355418980285114
CESM2(CMIP6),1251.001i1p1f1,WCE,P3,2081-2100,1995-2014,5.531933575465402
CESM2(CMIP6),1251.002i1p1f1,MED,P1,2021-2040,1995-2014,1.032314602147573
CESM2(CMIP6),1251.002i1p1f1,MED,P2,2041-2060,1995-2014,2.271224286078912
CESM2(CMIP6),1251.002i1p1f1,MED,P3,2081-2100,1995-2014,4.377348048904496
CESM2(CMIP6),1251.002i1p1f1,NEU,P1,2021-2040,1995-2014,0.25689385166964096
CESM2(CMIP6),1251.002i1p1f1,NEU,P2,2041-2060,1995-2014,1.2159872579208084
CESM2(CMIP6),1251.002i1p1f1,NEU,P3,2081-2100,1995-2014,2.221233540364316
CESM2(CMIP6),1251.002i1p1f1,WCE,P1,2021-2040,1995-2014,1.2051568309265663
CESM2(CMIP6),1251.002i1p1f1,WCE,P2,2041-2060,1995-2014,2.457640631156468
CESM2(CMIP6),1251.002i1p1f1,WCE,P3,2081-2100,1995-2014,5.2452693059215125
CESM2(CMIP6),1251.003i1p1f1,MED,P1,2021-2040,1995-2014,1.3353809980657643
CESM2(CMIP6),1251.003i1p1f1,MED,P2,2041-2060,1995-2014,2.1156479788879485
CESM2(CMIP6),1251.003i1p1f1,MED,P3,2081-2100,1995-2014,4.189417164437223
CESM2(CMIP6),1251.003i1p1f1,NEU,P1,2021-2040,1995-2014,0.4120137672314595
CESM2(CMIP6),1251.003i1p1f1,NEU,P2,2041-2060,1995-2014,1.3627597256160635
