model,member,region,period_id,period,baseline_period,period_mean_jja_warming
CanESM5,r14i1p1f1,WCE,P1,2021-2040,1995-2014,2.3104686047774683
CanESM5,r14i1p1f1,WCE,P2,2041-2060,1995-2014,3.7414852563370316
CanESM5,r14i1p1f1,WCE,P3,2081-2100,1995-2014,6.580436619957956
CanESM5,r15i1p1f1,MED,P1,2021-2040,1995-2014,1.6143761360333955
CanESM5,r15i1p1f1,MED,P2,2041-2060,1995-2014,3.013499703364275
CanESM5,r15i1p1f1,MED,P3,2081-2100,1995-2014,6.283151170452568
CanESM5,r15i1p1f1,NEU,P1,2021-2040,1995-2014,1.622848225069966
CanESM5,r15i1p1f1,NEU,P2,2041-2060,1995-2014,2.898991186540741
CanESM5,r15i1p1f1,NEU,P3,2081-2100,1995-2014,5.6097728345769955
CanESM5,r15i1p1f1,WCE,P1,2021-2040,1995-2014,1.624602664137727
CanESM5,r15i1p1f1,WCE,P2,2041-2060,1995-2014,3.1780279762602213
CanESM5,r15i1p1f1,WCE,P3,2081-2100,1995-2014,6.59850923344131
CanESM5,r16i1p1f1,MED,P1,2021-2040,1995-2014,1.775460320668835
CanESM5,r16i1p1f1,MED,P2,2041-2060,1995-2014,3.0208005533528963
CanESM5,r16i1p1f1,MED,P3,2081-2100,1995-2014,6.275951551777828
CanESM5,r16i1p1f1,NEU,P1,2021-2040,1995-2014,1.8742925424511234
CanESM5,r16i1p1f1,NEU,P2,2041-2060,1995-2014,2.945458837847025
CanESM5,r16i1p1f1,NEU,P3,2081-2100,1995-2014,5.995920921037794
CanESM5,r16i1p1f1,WCE,P1,2021-2040,1995-2014,1.9930720206080352
CanESM5,r16i1p1f1,WCE,P2,2041-2060,1995-2014,3.058220388532097
CanESM5,r16i1p1f1,WCE,P3,2081-2100,1995-2014,6.833222031266065
CanESM5,r17i1p1f1,MED,P1,2021-2040,1995-2014,1.6426713597708353
CanESM5,r17i1p1f1,MED,P2,2041-2060,1995-2014,3.11882922450219
CanESM5,r17i1p1f1,MED,P3,2081-2100,1995-2014,6.098908875138322
CanESM5,r17i1p1f1,NEU,P1,2021-2040,1995-2014,1.477870543046293
CanESM5,r17i1p1f1,NEU,P2,2041-2060,1995-2014,2.5305180418548288
CanESM5,r17i1p1f1,NEU,P3,2081-2100,1995-2014,5.468948988550985
CanESM5,r17i1p1f1,WCE,P1,2021-2040,1995-2014,1.870030126729168
CanESM5,r17i1p1f1,WCE,P2,2041-2060,1995-2014,3.3791236600530064
CanESM5,r17i1p1f1,WCE,P3,2081-2100,1995-2014,6.721355041719365
CanESM5,r18i1p1f1,MED,P1,2021-2040,1995-2014,1.835025646314655
CanESM5,r18i1p1f1,MED,P2,2041-2060,1995-2014,2.984717049769974
CanESM5,r18i1p1f1,MED,P3,2081-2100,1995-2014,6.373153710067561
CanESM5,r18i1p1f1,NEU,P1,2021-2040,1995-2014,1.0515715915927548
CanESM5,r18i1p1f1,NEU,P2,2041-2060,1995-2014,2.3930745263643334
CanESM5,r18i1p1f1,NEU,P3,2081-2100,1995-2014,4.94182274567861
CanESM5,r18i1p1f1,WCE,P1,2021-2040,1995-2014,1.7340117214164725
CanESM5,r18i1p1f1,WCE,P2,2041-2060,1995-2014,2.911869550174162
CanESM5,r18i1p1f1,WCE,P3,2081-2100,1995-2014,6.4121249030086265
CanESM5,r19i1p1f1,MED,P1,2021-2040,1995-2014,1.9304370371641297
CanESM5,r19i1p1f1,MED,P2,2041-2060,1995-2014,3.3844792276067523
CanESM5,r19i1p1f1,MED,P3,2081-2100,1995-2014,6.379541090698753
CanESM5,r19i1p1f1,NEU,P1,2021-2040,1995-2014,1.3128095061060994
CanESM5,r19i1p1f1,NEU,P2,2041-2060,1995-2014,2.4667799714966705
CanESM5,r19i1p1f1,NEU,P3,2081-2100,1995-2014,5.0382002076053265
CanESM5,r19i1p1f1,WCE,P1,2021-2040,1995-2014,1.874720868743443
CanESM5,r19i1p1f1,WCE,P2,2041-2060,1995-2014,3.2741074129173953
CanESM5,r19i1p1f1,WCE,P3,2081-2100,1995-2014,6.575020155697537
CanESM5,r1i1p1f1,MED,P1,2021-2040,1995-2014,1.5971665351483653
CanESM5,r1i1p1f1,MED,P2,2041-2060,1995-2014,3.094625824436659
CanESM5,r1i1p1f1,MED,P3,2081-2100,1995-2014,6.048439845978744
CanESM5,r1i1p1f1,NEU,P1,2021-2040,1995-2014,1.632406359107732
CanESM5,r1i1p1f1,NEU,P2,2041-2060,1995-2014,3.141476273202249
CanESM5,r1i1p1f1,NEU,P3,2081-2100,1995-2014,5.455108994732523
CanESM5,r1i1p1f1,WCE,P1,2021-2040,1995-2014,1.632146574544782
CanESM5,r1i1p1f1,WCE,P2,2041-2060,1995-2014,3.2802152588114644
CanESM5,r1i1p1f1,WCE,P3,2081-2100,1995-2014,6.306947402539558
CanESM5,r20i1p1f1,MED,P1,2021-2040,1995-2014,2.061361497930171
CanESM5,r20i1p1f1,MED,P2,2041-2060,1995-2014,3.310305102359164
CanESM5,r20i1p1f1,MED,P3,2081-2100,1995-2014,6.376274172704525
CanESM5,r20i1p1f1,NEU,P1,2021-2040,1995-2014,1.6579312839093479
CanESM5,r20i1p1f1,NEU,P2,2041-2060,1995-2014,2.7252581058011964
CanESM5,r20i1p1f1,NEU,P3,2081-2100,1995-2014,5.177400902898341
CanESM5,r20i1p1f1,WCE,P1,2021-2040,1995-2014,1.9444443466581454
CanESM5,r20i1p1f1,WCE,P2,2041-2060,1995-2014,3.3994263029702103
CanESM5,r20i1p1f1,WCE,P3,2081-2100,1995-2014,6.511632932065604
CanESM5,r21i1p1f1,MED,P1,2021-2040,1995-2014,1.3806949914942972
CanESM5,r21i1p1f1,MED,P2,2041-2060,1995-2014,2.6128361426301154
CanESM5,r21i1p1f1,MED,P3,2081-2100,1995-2014,6.126830043269197
CanESM5,r21i1p1f1,NEU,P1,2021-2040,1995-2014,1.6511270892455703
CanESM5,r21i1p1f1,NEU,P2,2041-2060,1995-2014,3.0090504034383803
CanESM5,r21i1p1f1,NEU,P3,2081-2100,1995-2014,5.577581060383572
CanESM5,r21i1p1f1,WCE,P1,2021-2040,1995-2014,1.564921690446404
CanESM5,r21i1p1f1,WCE,P2,2041-2060,1995-2014,3.251748634359656
CanESM5,r21i1p1f1,WCE,P3,2081-2100,1995-2014,6.6940513466062725
CanESM5,r22i1p1f1,MED,P1,2021-2040,1995-2014,1.6943464082469482
CanESM5,r22i1p1f1,MED,P2,2041-2060,1995-2014,3.107752105383917
CanESM5,r22i1p1f1,MED,P3,2081-2100,1995-2014,6.250348729019789
CanESM5,r22i1p1f1,NEU,P1,2021-2040,1995-2014,1.2255340976839135
CanESM5,r22i1p1f1,NEU,P2,2041-2060,1995-2014,2.662723938333062
CanESM5,r22i1p1f1,NEU,P3,2081-2100,1995-2014,5.314242402418793
CanESM5,r22i1p1f1,WCE,P1,2021-2040,1995-2014,1.861762834093497
CanESM5,r22i1p1f1,WCE,P2,2041-2060,1995-2014,3.3449126547031454
CanESM5,r22i1p1f1,WCE,P3,2081-2100,1995-2014,6.736762143021028
CanESM5,r23i1p1f1,MED,P1,2021-2040,1995-2014,1.6981016755900182
CanESM5,r23i1p1f1,MED,P2,2041-2060,1995-2014,3.0419978630512405
CanESM5,r23i1p1f1,MED,P3,2081-2100,1995-2014,5.928859184936472
CanESM5,r23i1p1f1,NEU,P1,2021-2040,1995-2014,1.8111796509085298
CanESM5,r23i1p1f1,NEU,P2,2041-2060,1995-2014,3.0465612836500684
CanESM5,r23i1p1f1,NEU,P3,2081-2100,1995-2014,6.189218455307506
CanESM5,r23i1p1f1,WCE,P1,2021-2040,1995-2014,2.028274274029985
CanESM5,r23i1p1f1,WCE,P2,2041-2060,1995-2014,3.3862981170402655
CanESM5,r23i1p1f1,WCE,P3,2081-2100,1995-2014,6.574245439212872
CanESM5,r24i1p1f1,MED,P1,2021-2040,1995-2014,1.6414781719298657
CanESM5,r24i1p1f1,MED,P2,2041-2060,1995-2014,3.0477117306130337
CanESM5,r24i1p1f1,MED,P3,2081-2100,1995-2014,6.295953691845689
CanESM5,r24i1p1f1,NEU,P1,2021-2040,1995-2014,1.5363264471769533
CanESM5,r24i1p1f1,NEU,P2,2041-2060,1995-2014,2.9296263698751717
CanESM5,r24i1p1f1,NEU,P3,2081-2100,1995-2014,5.544226368827761
CanESM5,r24i1p1f1,WCE,P1,2021-2040,1995-2014,1.9203093439511356
CanESM5,r24i1p1f1,WCE,P2,2041-2060,1995-2014,3.238332536349182
CanESM5,r24i1p1f1,WCE,P3,2081-2100,1995-2014,6.7881671944570225
CanESM5,r25i1p1f1,MED,P1,2021-2040,1995-2014,1.5819105019042268
CanESM5,r25i1p1f1,MED,P2,2041-2060,1995-2014,3.0503359140092905
CanESM5,r25i1p1f1,MED,P3,2081-2100,1995-2014,6.093194687287574
CanESM5,r25i1p1f1,NEU,P1,2021-2040,1995-2014,1.7457169918588065
CanESM5,r25i1p1f1,NEU,P2,2041-2060,1995-2014,2.681130515600753
CanESM5,r25i1p1f1,NEU,P3,2081-2100,1995-2014,5.457761127216569
CanESM5,r25i1p1f1,WCE,P1,2021-2040,1995-2014,1.9204490263131517
CanESM5,r25i1p1f1,WCE,P2,2041-2060,1995-2014,3.406330130834518
CanESM5,r25i1p1f1,WCE,P3,2081-2100,1995-2014,6.786740018311361
CanESM5,r2i1p1f1,MED,P1,2021-2040,1995-2014,1.953677994691316
CanESM5,r2i1p1f1,MED,P2,2041-2060,1995-2014,3.0812590504415818
CanESM5,r2i1p1f1,MED,P3,2081-2100,1995-2014,6.319559748469403
CanESM5,r2i1p1f1,NEU,P1,2021-2040,1995-2014,1.7310304014493887
CanESM5,r2i1p1f1,NEU,P2,2041-2060,1995-2014,2.9587595642128286
CanESM5,r2i1p1f1,NEU,P3,2081-2100,1995-2014,5.269978784418996
CanESM5,r2i1p1f1,WCE,P1,2021-2040,1995-2014,1.957116323085512
CanESM5,r2i1p1f1,WCE,P2,2041-2060,1995-2014,3.3441036155302486
CanESM5,r2i1p1f1,WCE,P3,2081-2100,1995-2014,6.406827963678744
CanESM5,r3i1p1f1,MED,P1,2021-2040,1995-2014,1.834690757973889
CanESM5,r3i1p1f1,MED,P2,2041-2060,1995-2014,3.304216582342815
CanESM5,r3i1p1f1,MED,P3,2081-2100,1995-2014,6.420380575413155
CanESM5,r3i1p1f1,NEU,P1,2021-2040,1995-2014,1.6904723776585147
CanESM5,r3i1p1f1,NEU,P2,2041-2060,1995-2014,2.9801275445567827
CanESM5,r3i1p1f1,NEU,P3,2081-2100,1995-2014,5.392042440862305
CanESM5,r3i1p1f1,WCE,P1,2021-2040,1995-2014,1.914278404143385
CanESM5,r3i1p1f1,WCE,P2,2041-2060,1995-2014,3.175231143619877
CanESM5,r3i1p1f1,WCE,P3,2081-2100,1995-2014,6.523757264057582
CanESM5,r4i1p1f1,MED,P1,2021-2040,1995-2014,1.595958371281317
CanESM5,r4i1p1f1,MED,P2,2041-2060,1995-2014,2.92526226293071
CanESM5,r4i1p1f1,MED,P3,2081-2100,1995-2014,5.934371447234104
CanESM5,r4i1p1f1,NEU,P1,2021-2040,1995-2014,1.4385282742440642
CanESM5,r4i1p1f1,NEU,P2,2041-2060,1995-2014,2.4608630728651963
CanESM5,r4i1p1f1,NEU,P3,2081-2100,1995-2014,5.085973747690219
CanESM5,r4i1p1f1,WCE,P1,2021-2040,1995-2014,1.5749840086796583
CanESM5,r4i1p1f1,WCE,P2,2041-2060,1995-2014,3.0675483344111094
CanESM5,r4i1p1f1,WCE,P3,2081-2100,1995-2014,6.263860794838491
CanESM5,r5i1p1f1,MED,P1,2021-2040,1995-2014,1.8703713265263153
CanESM5,r5i1p1f1,MED,P2,2041-2060,1995-2014,3.428368975834961
CanESM5,r5i1p1f1,MED,P3,2081-2100,1995-2014,6.380663755467491
CanESM5,r5i1p1f1,NEU,P1,2021-2040,1995-2014,1.2831243124235436
CanESM5,r5i1p1f1,NEU,P2,2041-2060,1995-2014,2.533946984470347
CanESM5,r5i1p1f1,NEU,P3,2081-2100,1995-2014,5.5021138573522865
CanESM5,r5i1p1f1,WCE,P1,2021-2040,1995-2014,1.7704814060801113
CanESM5,r5i1p1f1,WCE,P2,2041-2060,1995-2014,3.4170373392622735
CanESM5,r5i1p1f1,WCE,P3,2081-2100,1995-2014,6.453054345133742
CanESM5,r6i1p1f1,MED,P1,2021-2040,1995-2014,1.5503429519301535
CanESM5,r6i1p1f1,MED,P2,2041-2060,1995-2014,3.033686284686331
CanESM5,r6i1p1f1,MED,P3,2081-2100,1995-2014,6.00085835094595
CanESM5,r6i1p1f1,NEU,P1,2021-2040,1995-2014,1.4628159974969763
CanESM5,r6i1p1f1,NEU,P2,2041-2060,1995-2014,2.7835547160457965
CanESM5,r6i1p1f1,NEU,P3,2081-2100,1995-2014,5.601423769078053
CanESM5,r6i1p1f1,WCE,P1,2021-2040,1995-2014,1.8145579098629079
CanESM5,r6i1p1f1,WCE,P2,2041-2060,1995-2014,3.4445508665771065
CanESM5,r6i1p1f1,WCE,P3,2081-2100,1995-2014,6.536230504175656
CanESM5,r7i1p1f1,MED,P1,2021-2040,1995-2014,1.7596996182219642
CanESM5,r7i1p1f1,MED,P2,2041-2060,1995-2014,3.1351820916649746
CanESM5,r7i1p1f1,MED,P3,2081-2100,1995-2014,6.368577253923773
CanESM5,r7i1p1f1,NEU,P1,2021-2040,1995-2014,1.5345691285772176
CanESM5,r7i1p1f1,NEU,P2,2041-2060,1995-2014,2.793027888190271
CanESM5,r7i1p1f1,NEU,P3,2081-2100,1995-2014,5.7330678926011505
CanESM5,r7i1p1f1,WCE,P1,2021-2040,1995-2014,1.9204511182438608
CanESM5,r7i1p1f1,WCE,P2,2041-2060,1995-2014,3.512255906468296
CanESM5,r7i1p1f1,WCE,P3,2081-2100,1995-2014,6.79278998811778
CanESM5,r8i1p1f1,MED,P1,2021-2040,1995-2014,1.7266259080025972
CanESM5,r8i1p1f1,MED,P2,2041-2060,1995-2014,3.0764889263565793
CanESM5,r8i1p1f1,MED,P3,2081-2100,1995-2014,6.147125170341793
CanESM5,r8i1p1f1,NEU,P1,2021-2040,1995-2014,1.545869393714823
CanESM5,r8i1p1f1,NEU,P2,2041-2060,1995-2014,2.5257696458962586
CanESM5,r8i1p1f1,NEU,P3,2081-2100,1995-2014,5.1617328456172356
CanESM5,r8i1p1f1,WCE,P1,2021-2040,1995-2014,1.6226605537378256
CanESM5,r8i1p1f1,WCE,P2,2041-2060,1995-2014,3.3300231535971916
CanESM5,r8i1p1f1,WCE,P3,2081-2100,1995-2014,6.63045156092313
CanESM5,r9i1p1f1,MED,P1,2021-2040,1995-2014,1.6225897042276576
CanESM5,r9i1p1f1,MED,P2,2041-2060,1995-2014,3.0463535344535124
CanESM5,r9i1p1f1,MED,P3,2081-2100,1995-2014,6.11656604941335
CanESM5,r9i1p1f1,NEU,P1,2021-2040,1995-2014,1.4751475326792096
CanESM5,r9i1p1f1,NEU,P2,2041-2060,1995-2014,2.962273004196903
CanESM5,r9i1p1f1,NEU,P3,2081-2100,1995-2014,5.356228595953223
CanESM5,r9i1p1f1,WCE,P1,2021-2040,1995-2014,1.3595793193630172
CanESM5,r9i1p1f1,WCE,P2,2041-2060,1995-2014,3.0015097396844643
CanESM5,r9i1p1f1,WCE,P3,2081-2100,1995-2014,6.009270837999433
E3SMv2,r10i1p1f1,MED,P1,2021-2040,1995-2014,1.6119711058229171
E3SMv2,r10i1p1f1,MED,P2,2041-2060,1995-2014,3.036211520820926
E3SMv2,r10i1p1f1,MED,P3,2081-2100,1995-2014,6.000553950763239
E3SMv2,r10i1p1f1,NEU,P1,2021-2040,1995-2014,2.0249209512883235
E3SMv2,r10i1p1f1,NEU,P2,2041-2060,1995-2014,3.0371573747714296
E3SMv2,r10i1p1f1,NEU,P3,2081-2100,1995-2014,6.457080216379185
E3SMv2,r10i1p1f1,WCE,P1,2021-2040,1995-2014,2.048772505449378
E3SMv2,r10i1p1f1,WCE,P2,2041-2060,1995-2014,3.2740502709674466
E3SMv2,r10i1p1f1,WCE,P3,2081-2100,1995-2014,6.816954507568359
E3SMv2,r11i1p1f1,MED,P1,2021-2040,1995-2014,1.436416360574119
E3SMv2,r11i1p1f1,MED,P2,2041-2060,1995-2014,2.8829225078402576
E3SMv2,r11i1p1f1,MED,P3,2081-2100,1995-2014,5.957981163483905
E3SMv2,r11i1p1f1,NEU,P1,2021-2040,1995-2014,1.6340045244786296
E3SMv2,r11i1p1f1,NEU,P2,2041-2060,1995-2014,3.01458090574519
E3SMv2,r11i1p1f1,NEU,P3,2081-2100,1995-2014,6.1087802650581065
E3SMv2,r11i1p1f1,WCE,P1,2021-2040,1995-2014,1.7546227620447818
E3SMv2,r11i1p1f1,WCE,P2,2041-2060,1995-2014,3.2511868646164466
E3SMv2,r11i1p1f1,WCE,P3,2081-2100,1995-2014,6.568935905883679
E3SMv2,r12i1p1f1,MED,P1,2021-2040,1995-2014,1.5684029299903406
E3SMv2,r12i1p1f1,MED,P2,2041-2060,1995-2014,2.5546258509780246
E3SMv2,r12i1p1f1,MED,P3,2081-2100,1995-2014,5.798327147580286
E3SMv2,r12i1p1f1,NEU,P1,2021-2040,1995-2014,1.3045728489387978
E3SMv2,r12i1p1f1,NEU,P2,2041-2060,1995-2014,2.6810276431825644
E3SMv2,r12i1p1f1,NEU,P3,2081-2100,1995-2014,5.765515276862628
E3SMv2,r12i1p1f1,WCE,P1,2021-2040,1995-2014,1.633347043243954
E3SMv2,r12i1p1f1,WCE,P2,2041-2060,1995-2014,2.9270552533099696
E3SMv2,r12i1p1f1,WCE,P3,2081-2100,1995-2014,6.323064357345478
E3SMv2,r13i1p1f1,MED,P1,2021-2040,1995-2014,1.6293585428695743
E3SMv2,r13i1p1f1,MED,P2,2041-2060,1995-2014,2.919022351082762
E3SMv2,r13i1p1f1,MED,P3,2081-2100,1995-2014,5.722258775861171
E3SMv2,r13i1p1f1,NEU,P1,2021-2040,1995-2014,1.4848795181253984
E3SMv2,r13i1p1f1,NEU,P2,2041-2060,1995-2014,3.0644713670727186
E3SMv2,r13i1p1f1,NEU,P3,2081-2100,1995-2014,5.980007754038865
E3SMv2,r13i1p1f1,WCE,P1,2021-2040,1995-2014,1.6664803818970584
E3SMv2,r13i1p1f1,WCE,P2,2041-2060,1995-2014,3.330380552956824
E3SMv2,r13i1p1f1,WCE,P3,2081-2100,1995-2014,6.265393888871366
E3SMv2,r14i1p1f1,MED,P1,2021-2040,1995-2014,1.4731830493932065
E3SMv2,r14i1p1f1,MED,P2,2041-2060,1995-2014,2.797041915266083
E3SMv2,r14i1p1f1,MED,P3,2081-2100,1995-2014,5.898412827224246
E3SMv2,r14i1p1f1,NEU,P1,2021-2040,1995-2014,1.3890993718062714
E3SMv2,r14i1p1f1,NEU,P2,2041-2060,1995-2014,3.1878914809128296
E3SMv2,r14i1p1f1,NEU,P3,2081-2100,1995-2014,5.926454575365405
E3SMv2,r14i1p1f1,WCE,P1,2021-2040,1995-2014,1.544108463084095
E3SMv2,r14i1p1f1,WCE,P2,2041-2060,1995-2014,3.29168223163186
E3SMv2,r14i1p1f1,WCE,P3,2081-2100,1995-2014,6.759290742276491
E3SMv2,r15i1p1f1,MED,P1,2021-2040,1995-2014,1.4746087996158546
E3SMv2,r15i1p1f1,MED,P2,2041-2060,1995-2014,2.681252031493184
E3SMv2,r15i1p1f1,MED,P3,2081-2100,1995-2014,5.87902783072328
E3SMv2,r15i1p1f1,NEU,P1,2021-2040,1995-2014,1.6755436076026702
E3SMv2,r15i1p1f1,NEU,P2,2041-2060,1995-2014,3.005908949683668
E3SMv2,r15i1p1f1,NEU,P3,2081-2100,1995-2014,6.239074463491678
E3SMv2,r15i1p1f1,WCE,P1,2021-2040,1995-2014,1.2123799985441057
E3SMv2,r15i1p1f1,WCE,P2,2041-2060,1995-2014,2.8025233370159013
E3SMv2,r15i1p1f1,WCE,P3,2081-2100,1995-2014,6.494072142957459
E3SMv2,r16i1p1f1,MED,P1,2021-2040,1995-2014,1.837896060237282
E3SMv2,r16i1p1f1,MED,P2,2041-2060,1995-2014,3.0560615407010046
E3SMv2,r16i1p1f1,MED,P3,2081-2100,1995-2014,5.945597011364631
E3SMv2,r16i1p1f1,NEU,P1,2021-2040,1995-2014,1.8962641716506305
E3SMv2,r16i1p1f1,NEU,P2,2041-2060,1995-2014,3.344004295735162
E3SMv2,r16i1p1f1,NEU,P3,2081-2100,1995-2014,6.064041417562104
E3SMv2,r16i1p1f1,WCE,P1,2021-2040,1995-2014,2.1642945268369296
E3SMv2,r16i1p1f1,WCE,P2,2041-2060,1995-2014,3.5786414506573943
E3SMv2,r16i1p1f1,WCE,P3,2081-2100,1995-2014,6.690556822742456
E3SMv2,r17i1p1f1,MED,P1,2021-2040,1995-2014,1.4935679043044752
E3SMv2,r17i1p1f1,MED,P2,2041-2060,1995-2014,2.6028094178869994
E3SMv2,r17i1p1f1,MED,P3,2081-2100,1995-2014,5.808237288756312
E3SMv2,r17i1p1f1,NEU,P1,2021-2040,1995-2014,1.7163136606976614
E3SMv2,r17i1p1f1,NEU,P2,2041-2060,1995-2014,3.172608651614895
E3SMv2,r17i1p1f1,NEU,P3,2081-2100,1995-2014,6.335102556525614
E3SMv2,r17i1p1f1,WCE,P1,2021-2040,1995-2014,1.7696380372252043
E3SMv2,r17i1p1f1,WCE,P2,2041-2060,1995-2014,2.7395479897271033
E3SMv2,r17i1p1f1,WCE,P3,2081-2100,1995-2014,6.629278916961196
E3SMv2,r18i1p1f1,MED,P1,2021-2040,1995-2014,1.4231507514276567
E3SMv2,r18i1p1f1,MED,P2,2041-2060,1995-2014,2.9157791061953344
E3SMv2,r18i1p1f1,MED,P3,2081-2100,1995-2014,5.55420951280391
E3SMv2,r18i1p1f1,NEU,P1,2021-2040,1995-2014,2.0280936495547586
E3SMv2,r18i1p1f1,NEU,P2,2041-2060,1995-2014,3.195919572811881
E3SMv2,r18i1p1f1,NEU,P3,2081-2100,1995-2014,6.267491356789958
E3SMv2,r18i1p1f1,WCE,P1,2021-2040,1995-2014,2.028861120588106
E3SMv2,r18i1p1f1,WCE,P2,2041-2060,1995-2014,3.499045973876611
E3SMv2,r18i1p1f1,WCE,P3,2081-2100,1995-2014,6.22157869331072
E3SMv2,r19i1p1f1,MED,P1,2021-2040,1995-2014,1.690039273468237
E3SMv2,r19i1p1f1,MED,P2,2041-2060,1995-2014,2.7275186766756647
E3SMv2,r19i1p1f1,MED,P3,2081-2100,1995-2014,5.990227692696258
E3SMv2,r19i1p1f1,NEU,P1,2021-2040,1995-2014,1.084184675318631
E3SMv2,r19i1p1f1,NEU,P2,2041-2060,1995-2014,2.330435530953811
E3SMv2,r19i1p1f1,NEU,P3,2081-2100,1995-2014,6.184894015899351
E3SMv2,r19i1p1f1,WCE,P1,2021-2040,1995-2014,1.6999768145125131
E3SMv2,r19i1p1f1,WCE,P2,2041-2060,1995-2014,2.8340966483645187
E3SMv2,r19i1p1f1,WCE,P3,2081-2100,1995-2014,6.991096877312709
E3SMv2,r20i1p1f1,MED,P1,2021-2040,1995-2014,1.471319735053563
E3SMv2,r20i1p1f1,MED,P2,2041-2060,1995-2014,2.4840022736673917
E3SMv2,r20i1p1f1,MED,P3,2081-2100,1995-2014,5.734339325273817
E3SMv2,r20i1p1f1,NEU,P1,2021-2040,1995-2014,1.2694727807039325
E3SMv2,r20i1p1f1,NEU,P2,2041-2060,1995-2014,2.5104884928291447
E3SMv2,r20i1p1f1,NEU,P3,2081-2100,1995-2014,5.663522873135001
E3SMv2,r20i1p1f1,WCE,P1,2021-2040,1995-2014,1.717437588443076
E3SMv2,r20i1p1f1,WCE,P2,2041-2060,1995-2014,2.909127060688519
E3SMv2,r20i1p1f1,WCE,P3,2081-2100,1995-2014,6.634513430800564
E3SMv2,r21i1p1f1,MED,P1,2021-2040,1995-2014,1.3424091359521826
E3SMv2,r21i1p1f1,MED,P2,2041-2060,1995-2014,2.76859807436298
E3SMv2,r21i1p1f1,MED,P3,2081-2100,1995-2014,5.52866921473206
E3SMv2,r21i1p1f1,NEU,P1,2021-2040,1995-2014,1.6942847063689996
E3SMv2,r21i1p1f1,NEU,P2,2041-2060,1995-2014,2.913996135148827
E3SMv2,r21i1p1f1,NEU,P3,2081-2100,1995-2014,6.151537349897195
E3SMv2,r21i1p1f1,WCE,P1,2021-2040,1995-2014,1.5071074967007614
E3SMv2,r21i1p1f1,WCE,P2,2041-2060,1995-2014,2.7846604687651015
E3SMv2,r21i1p1f1,WCE,P3,2081-2100,1995-2014,5.901587852938744
E3SMv2,r22i1p1f1,MED,P1,2021-2040,1995-2014,1.6145147392306327
E3SMv2,r22i1p1f1,MED,P2,2041-2060,1995-2014,3.0000550078122745
E3SMv2,r22i1p1f1,MED,P3,2081-2100,1995-2014,5.816686698611258
E3SMv2,r22i1p1f1,NEU,P1,2021-2040,1995-2014,1.445154497003033
E3SMv2,r22i1p1f1,NEU,P2,2041-2060,1995-2014,2.7633989661788108
E3SMv2,r22i1p1f1,NEU,P3,2081-2100,1995-2014,6.302257026301509
E3SMv2,r22i1p1f1,WCE,P1,2021-2040,1995-2014,1.3198613794830982
E3SMv2,r22i1p1f1,WCE,P2,2041-2060,1995-2014,3.243008893614751
E3SMv2,r22i1p1f1,WCE,P3,2081-2100,1995-2014,6.47655830940325
E3SMv2,r23i1p1f1,MED,P1,2021-2040,1995-2014,1.6648885957806343
E3SMv2,r23i1p1f1,MED,P2,2041-2060,1995-2014,2.6072148870658984
E3SMv2,r23i1p1f1,MED,P3,2081-2100,1995-2014,5.876120405602977
E3SMv2,r23i1p1f1,NEU,P1,2021-2040,1995-2014,1.4826400611050072
E3SMv2,r23i1p1f1,NEU,P2,2041-2060,1995-2014,2.584672230969634
E3SMv2,r23i1p1f1,NEU,P3,2081-2100,1995-2014,5.601525132388332
E3SMv2,r23i1p1f1,WCE,P1,2021-2040,1995-2014,1.6125547341756963
E3SMv2,r23i1p1f1,WCE,P2,2041-2060,1995-2014,2.2994678887883726
E3SMv2,r23i1p1f1,WCE,P3,2081-2100,1995-2014,6.0643354194257855
E3SMv2,r24i1p1f1,MED,P1,2021-2040,1995-2014,1.791799949072741
E3SMv2,r24i1p1f1,MED,P2,2041-2060,1995-2014,2.826349775431763
E3SMv2,r24i1p1f1,MED,P3,2081-2100,1995-2014,5.888024393064984
E3SMv2,r24i1p1f1,NEU,P1,2021-2040,1995-2014,1.4733984170899224
E3SMv2,r24i1p1f1,NEU,P2,2041-2060,1995-2014,2.688516214999571
E3SMv2,r24i1p1f1,NEU,P3,2081-2100,1995-2014,5.796377210276331
E3SMv2,r24i1p1f1,WCE,P1,2021-2040,1995-2014,1.9075197395173422
E3SMv2,r24i1p1f1,WCE,P2,2041-2060,1995-2014,2.9236451426191823
E3SMv2,r24i1p1f1,WCE,P3,2081-2100,1995-2014,6.450040198034166
E3SMv2,r25i1p1f1,MED,P1,2021-2040,1995-2014,1.5459007531474922
E3SMv2,r25i1p1f1,MED,P2,2041-2060,1995-2014,3.0059666930944298
E3SMv2,r25i1p1f1,MED,P3,2081-2100,1995-2014,5.9650118991302525
E3SMv2,r25i1p1f1,NEU,P1,2021-2040,1995-2014,1.7564523616473586
E3SMv2,r25i1p1f1,NEU,P2,2041-2060,1995-2014,3.085087719340329
E3SMv2,r25i1p1f1,NEU,P3,2081-2100,1995-2014,6.21985980627899
E3SMv2,r25i1p1f1,WCE,P1,2021-2040,1995-2014,1.7552757612436978
E3SMv2,r25i1p1f1,WCE,P2,2041-2060,1995-2014,3.0978168090748306
E3SMv2,r25i1p1f1,WCE,P3,2081-2100,1995-2014,6.1348655088055635
E3SMv2,r26i1p1f1,MED,P1,2021-2040,1995-2014,1.4575170895494804
