year,month,day,hour,wt,Ta_C,P_mm,wind_ms,rad_whm2,relhum,Q
2004,11,6,6,10.625,3.301,0,1.976,0,0.953,37.98
2004,11,6,9,10.5,3.654,0.121,2.394,101.934,0.954,37.99
2004,11,6,12,10.5,5.609,0,3.542,284.685,0.89,38.73
2004,11,6,15,10.5,6.27,0.205,4.019,180.089,0.876,40.44
2004,11,6,18,10.4083333333333,4.91,2.381,2.511,11.928,0.964,41.47
2004,11,6,21,10.325,3.19,0.005,1.349,0,0.982,41.49
2004,11,7,0,10.2833333333333,2.276,0,0.614,0,0.983,41.3
2004,11,7,3,10.1666666666667,2.767,0.045,0.795,0,0.981,41.83
2004,11,7,6,9.98333333333333,2.446,0,1.105,0,0.98,38.36
2004,11,7,9,9.9,3.103,0.27,1.804,90.144,0.975,36.05
2004,11,7,12,9.9,5.232,0.193,2.025,423.347,0.898,40.11
2004,11,7,15,9.85,5.269,0.835,2.04,434.764,0.844,42.26
2004,11,7,18,9.70833333333333,3.922,0.061,1.07,30.816,0.887,36.85
2004,11,7,21,9.7,3.723,0.057,0.815,0,0.923,35.02
2004,11,8,0,9.65833333333333,3.112,0.05,1.08,0,0.913,38.99
2004,11,8,3,9.45833333333333,2.59,0.168,0.724,0,0.934,46.15
2004,11,8,6,9.24166666666667,1.585,0.015,0.446,0,0.974,40.32
2004,11,8,9,9.10833333333333,1.776,0.194,0.735,173.161,0.967,35.1
2004,11,8,12,9.10833333333333,4.003,0.012,1.711,648.539,0.736,39.88
2004,11,8,15,9.075,4.153,0.002,1.588,393.457,0.671,42.71
2004,11,8,18,9,1.796,0.009,1.319,23.287,0.866,36.89
2004,11,8,21,8.96666666666667,0.246,0,1.368,0,0.946,36.58
2004,11,9,0,8.85833333333333,-0.314,0,0.96,0,0.968,41.2
2004,11,9,3,8.71666666666667,-0.516,0,0.783,0,0.975,36.13
2004,11,9,6,8.55,-0.499,0.003,1.354,0,0.968,32.24
2004,11,9,9,8.44166666666667,-0.02,0.555,2.353,54.688,0.984,36.27
2004,11,9,12,8.20833333333333,0.569,2.552,2.485,171.778,0.982,42.93
2004,11,9,15,7.90833333333333,0.524,4.002,2.007,131.034,0.972,36.69
2004,11,9,18,7.78333333333333,0.453,2.799,1.659,10.15,0.977,30.78
2004,11,9,21,7.74166666666667,0.459,1.921,1.275,0,0.98,43.12
2004,11,10,0,7.65833333333333,-0.506,0.55,1.887,0,0.989,53.36
2004,11,10,3,7.50833333333333,-0.302,0.09,2.284,0,0.975,49.37
2004,11,10,6,7.35833333333333,0.04,0.024,2.381,0,0.964,44.1
2004,11,10,9,7.15833333333333,0.472,0.127,2.182,108.607,0.96,41.73
2004,11,10,12,7.05,1.717,0.008,2.399,523.201,0.871,41.24
2004,11,10,15,7,1.768,0,1.608,345.224,0.868,42.05
2004,11,10,18,6.925,0.588,0,1.063,13.608,0.953,43.17
2004,11,10,21,6.9,0.379,0.296,0.64,0,0.982,47.73
2004,11,11,0,6.78333333333333,0.622,0.541,1.069,0,0.978,49.69
2004,11,11,3,6.625,1.07,0,1.145,0,0.976,49.19
2004,11,11,6,6.46666666666667,1.417,0.329,1.014,0,0.971,46.63
2004,11,11,9,6.375,1.855,1.094,0.856,70.519,0.977,40.97
2004,11,11,12,6.4,3.183,0.019,0.897,273.892,0.957,44.24
2004,11,11,15,6.53333333333333,3.957,0.018,0.431,163.887,0.939,51.57
2004,11,11,18,6.68333333333333,3.373,0,0.597,10.331,0.98,56.41
2004,11,11,21,6.725,3.188,0,0.515,0,0.98,58.43
2004,11,12,0,6.60833333333333,2.898,0,0.482,0,0.981,55.42
2004,11,12,3,6.48333333333333,2.985,0,0.693,0,0.977,48.2
2004,11,12,6,6.4,2.89,0.019,0.622,0,0.977,47.2
2004,11,12,9,6.48333333333333,2.904,0.002,0.709,54.421,0.971,45.12
2004,11,12,12,6.74166666666667,3.135,0.007,1.053,180.425,0.955,47.07
2004,11,12,15,7,2.906,0,1.362,121.636,0.965,52.78
2004,11,12,18,7.09166666666667,2.516,0,2.365,8.592,0.974,54.35
2004,11,12,21,7.05,2.13,0,3.344,0,0.962,53.53
2004,11,13,0,6.86666666666667,1.613,0.007,3.219,0,0.955,54.86
2004,11,13,3,6.65833333333333,1.419,1.564,2.276,0,0.977,55.5
2004,11,13,6,6.66666666666667,1.343,2.827,1.831,0,0.979,53.53
2004,11,13,9,6.85,2.102,1.165,1.889,76.789,0.972,49.82
2004,11,13,12,7.03333333333333,3.689,0.156,3.584,360.382,0.904,52.03
2004,11,13,15,7.2,4.332,0.134,3.403,392.985,0.763,57.03
2004,11,13,18,6.90833333333333,2.34,0.1,2.127,18.672,0.882,65.62
2004,11,13,21,6.775,0.961,0.016,1.348,0,0.952,70.38
2004,11,14,0,6.63333333333333,0.522,0.055,1.305,0,0.959,62.84
2004,11,14,3,6.50833333333333,0.479,0,1.161,0,0.953,62.2
2004,11,14,6,6.425,-0.116,0,0.884,0,0.954,62.2
2004,11,14,9,6.325,-0.434,0,0.992,177.657,0.941,62.2
2004,11,14,12,6.41666666666667,1.846,0,1.63,570.375,0.78,62.2
2004,11,14,15,6.5,3.364,0,2.125,525.416,0.597,62.2
2004,11,14,18,6.425,0.831,0,1.15,28.63,0.814,62.2
2004,11,14,21,6.35,-1.763,0,0.624,0,0.943,62.2
2004,11,15,0,6.24166666666667,-2.383,0,0.631,0,0.981,62.2
2004,11,15,3,6.08333333333333,-1.652,0,0.624,0,0.974,61.89
2004,11,15,6,5.9,-2.219,0,0.626,0,0.98,58.13
2004,11,15,9,5.75833333333333,-1.973,0.001,0.859,112.324,0.982,49.87
2004,11,15,12,5.70833333333333,0.062,0.066,1.266,386.671,0.879,42.88
2004,11,15,15,5.80833333333333,0.029,0,1.534,209.416,0.949,47.48
2004,11,15,18,5.76666666666667,-1.049,0.005,1.542,13.771,0.98,55.58
2004,11,15,21,5.675,-0.762,0,1.071,0,0.983,56.04
2004,11,16,0,5.51666666666667,-0.057,0.087,1.365,0,0.972,52.69
2004,11,16,3,5.375,0.582,0.027,1.931,0,0.959,49.46
2004,11,16,6,5.23333333333333,0.898,0.032,1.959,0,0.979,45.99
2004,11,16,9,5.15,1.398,0.569,1.992,43.241,0.982,38.07
2004,11,16,12,5.275,2.304,0.165,2.522,165.264,0.98,40.09
2004,11,16,15,5.34166666666667,3.143,0.567,2.615,117.068,0.971,52.36
2004,11,16,18,5.28333333333333,3.401,0.209,2.596,7.627,0.979,42.32
2004,11,16,21,5.39166666666667,3.677,0.81,2.685,0,0.983,46.15
2004,11,17,0,5.35833333333333,3.933,1.246,2.934,0,0.975,53.11
2004,11,17,3,5.28333333333333,4.297,0.555,3.211,0,0.971,48.23
2004,11,17,6,5.3,4.36,0.485,3.454,0,0.945,44.66
2004,11,17,9,5.29166666666667,4.805,0.418,3.897,35.297,0.944,47.42
2004,11,17,12,5.375,5.632,0.823,4.279,133.784,0.927,50.2
2004,11,17,15,5.48333333333333,6.378,0.696,4.424,103.853,0.955,50.37
2004,11,17,18,5.55,6.744,0.928,5.308,7.745,0.963,55.95
2004,11,17,21,5.675,7.298,0.949,5.026,0,0.93,56.22
2004,11,18,0,5.75833333333333,7.351,0.26,6.088,0,0.924,50.85
2004,11,18,3,5.8,7.682,0.331,6.642,0,0.918,54.17
2004,11,18,6,5.89166666666667,7.213,0.414,7.464,0,0.918,54.17
2004,11,18,9,6.05,6.792,0.124,7.381,32.191,0.91,50.43
2004,11,18,12,6.28333333333333,6.937,0.659,7.255,154.72,0.895,52.03
2004,11,18,15,6.50833333333333,6.443,2.05,5.948,111.31,0.967,57.53
2004,11,18,18,6.675,6.468,1.226,5.805,7.546,0.933,57.8
2004,11,18,21,6.66666666666667,6.662,1.044,7.053,0,0.869,60.48
2004,11,19,0,6.49166666666667,6.375,0.298,8.099,0,0.805,70.1
2004,11,19,3,6.60833333333333,5.11,1.325,6.442,0,0.903,62.69
2004,11,19,6,6.69166666666667,5.517,4.175,9.075,0,0.931,60.65
2004,11,19,9,6.56666666666667,1.408,0.939,7.431,70.386,0.855,63.54
2004,11,19,12,6.44166666666667,1.52,0.115,7.116,328.868,0.782,73.74
2004,11,19,15,6.5,1.122,0.79,5.265,263.02,0.835,69.88
2004,11,19,18,6.45,0.715,0.641,3.91,13.097,0.816,77.24
2004,11,19,21,6.5,0.325,0.072,4.575,0,0.831,84.08
2004,11,20,0,6.525,0.238,0.26,3.351,0,0.87,74.01
2004,11,20,3,6.25833333333333,0.041,0.247,4.216,0,0.912,73.96
2004,11,20,6,6.15833333333333,-0.312,0.041,4.71,0,0.849,80.32
2004,11,20,9,6.11666666666667,-0.424,0.057,4.542,49.944,0.872,79.18
2004,11,20,12,6.11666666666667,0.17,0.008,4.923,230.6,0.857,72.83
2004,11,20,15,5.89166666666667,0.523,0.182,4.833,141.836,0.83,73.33
2004,11,20,18,5.8,0.49,0.06,4.817,7.856,0.77,75.58
2004,11,20,21,5.775,0.218,0.129,4.965,0,0.774,67.12
2004,11,21,0,5.525,-0.328,0.005,4.743,0,0.817,70.05
2004,11,21,3,5.49166666666667,-0.547,0.043,4.502,0,0.851,66.37
2004,11,21,6,5.4,-0.807,0,3.62,0,0.888,62.6
2004,11,21,9,5.35,-0.629,0,3.622,67.083,0.903,62.2
2004,11,21,12,5.275,0.179,0,3.546,334.529,0.855,62.24
2004,11,21,15,5.28333333333333,1.865,0,2.579,428.213,0.746,62.82
2004,11,21,18,5.19166666666667,-1.904,0,1.188,24.3,0.928,60.33
2004,11,21,21,5.1,-2.814,0,1.007,0,0.97,56.82
2004,11,22,0,5.00833333333333,-0.369,0.005,1.963,0,0.87,55.3
2004,11,22,3,4.85,0.034,1.469,2.177,0,0.975,57.52
2004,11,22,6,4.8,1.347,1.806,2.213,0,0.982,58.26
2004,11,22,9,4.8,3.908,0.084,2.489,30.549,0.98,57.88
2004,11,22,12,4.85833333333333,7.622,0.088,4.946,154.354,0.963,57.7
2004,11,22,15,4.96666666666667,8.191,1.083,6.351,100.778,0.968,57.98
2004,11,22,18,5.05833333333333,8.468,0.865,6.424,7.022,0.957,57.68
2004,11,22,21,5.16666666666667,8.776,1.038,6.272,0,0.931,55.67
2004,11,23,0,5.2,7.321,0.221,5.434,0,0.924,59.55
2004,11,23,3,5.21666666666667,7.009,0.434,4.938,0,0.936,65.01
2004,11,23,6,5.3,6.579,0.975,5.317,0,0.968,62.73
2004,11,23,9,5.43333333333333,7.153,0.036,5.841,34.727,0.947,60
2004,11,23,12,5.66666666666667,7.77,0.775,6.405,164.117,0.907,60.68
2004,11,23,15,5.8,5.165,1.942,3.51,156.64,0.869,76.52
2004,11,23,18,5.83333333333333,3.217,0,2.339,7.573,0.764,67.5
2004,11,23,21,5.85,0.626,0,1.054,0,0.886,72.09
2004,11,24,0,5.78333333333333,-1.112,0,0.919,0,0.966,71.4
2004,11,24,3,5.69166666666667,-2.247,0,0.36,0,0.977,80.15
2004,11,24,6,5.8,-3.289,0,0.309,0,0.979,80.5
2004,11,24,9,5.86666666666667,-3.372,0,0.256,127.478,0.973,70.78
2004,11,24,12,5.95,-0.367,0,1.194,663.209,0.823,66.75
2004,11,24,15,5.75,2.105,0,1.105,509.663,0.644,70.63
2004,11,24,18,5.675,-1.892,0,0.588,20.664,0.947,72.73
2004,11,24,21,5.54166666666667,-3.602,0,0.444,0,0.97,72.74
2004,11,25,0,5.2,-4.053,0,0.579,0,0.96,67.78
2004,11,25,3,5.125,-4.43,0,0.464,0,0.954,75.83
2004,11,25,6,5.23333333333333,-4.799,0,0.513,0,0.943,62.74
2004,11,25,9,5.04166666666667,-3.936,0,0.636,178.776,0.944,62.96
2004,11,25,12,5,1.3,0.03,1.159,760.502,0.678,68.47
2004,11,25,15,5.19166666666667,3.988,0,1.299,530.262,0.455,60.57
2004,11,25,18,5.05,-0.69,0.029,0.962,21.259,0.757,58.53
2004,11,25,21,4.85833333333333,-2.23,0,0.805,0,0.787,60.91
2004,11,26,0,4.61666666666667,-3.301,0,0.724,0,0.856,64.66
2004,11,26,3,4.475,-2.525,0,1.496,0,0.963,63.43
2004,11,26,6,4.6,-1.802,0.007,2.183,0,0.98,59.27
2004,11,26,9,4.54166666666667,-0.829,0.008,2.087,33.817,0.976,61.24
2004,11,26,12,4.7,0.847,0.01,2.212,164.693,0.963,59.92
2004,11,26,15,4.73333333333333,2.384,0,1.653,121.016,0.952,57.32
2004,11,26,18,4.55833333333333,2.858,0,1.325,6.067,0.952,52.38
2004,11,26,21,4.475,2.76,0,1.324,0,0.96,52.66
2004,11,27,0,4.39166666666667,2.758,0.004,1.931,0,0.968,53.94
2004,11,27,3,4.33333333333333,2.738,0.294,1.978,0,0.962,54.4
2004,11,27,6,4.3,3.235,0.18,2.329,0,0.967,54.3
2004,11,27,9,4.34166666666667,4.287,0.516,2.425,23.185,0.983,50.86
2004,11,27,12,4.45833333333333,5.477,0.411,3.183,150.508,0.974,52.62
2004,11,27,15,4.70833333333333,6.042,0.221,2.03,126.842,0.954,55.08
2004,11,27,18,4.8,5.332,0.118,1.492,6.135,0.97,51.74
2004,11,27,21,4.8,4.978,0,1.496,0,0.97,51.76
2004,11,28,0,4.8,5.022,0,1.847,0,0.969,55.28
2004,11,28,3,4.75,4.256,0,1.386,0,0.978,55.47
2004,11,28,6,4.8,4.104,0,1.1,0,0.975,51.48
2004,11,28,9,4.84166666666667,3.871,0,1.014,60.588,0.98,50.51
2004,11,28,12,5.00833333333333,6.074,0,2.152,346.955,0.862,49.06
2004,11,28,15,5.16666666666667,6.29,0,2.075,209.72,0.834,52.73
2004,11,28,18,5.275,4.364,0,2.078,5.985,0.926,50.53
2004,11,28,21,5.3,3.61,0.341,1.251,0,0.961,50.43
2004,11,29,0,5.35,3.239,0.323,1.377,0,0.978,50.66
2004,11,29,3,5.39166666666667,3.405,0.04,1.011,0,0.98,51.63
2004,11,29,6,5.41666666666667,3.534,0,0.496,0,0.984,50.7
2004,11,29,9,5.525,3.488,0,0.479,47.089,0.982,47.53
2004,11,29,12,5.69166666666667,5.103,0,0.969,363.226,0.902,49.53
2004,11,29,15,5.85,5.662,0,1.479,338.442,0.804,50.59
2004,11,29,18,5.9,2.955,0,0.66,10.989,0.947,52.56
2004,11,29,21,5.89166666666667,0.664,0,0.712,0,0.978,56.51
2004,11,30,0,5.83333333333333,1.53,0,0.916,0,0.972,52.38
2004,11,30,3,5.75,0.102,0,1.089,0,0.967,53.71
2004,11,30,6,5.61666666666667,0.531,0,1.813,0,0.939,50.68
2004,11,30,9,5.49166666666667,1.439,0,2.113,125.412,0.905,48.32
2004,11,30,12,5.56666666666667,5.315,0,3.956,705.121,0.689,44.73
2004,11,30,15,5.7,5.448,0,4.548,494.376,0.683,43.34
2004,11,30,18,5.65,2.718,0,2.751,13.932,0.849,45.02
2004,11,30,21,5.75833333333333,2.01,0,2.194,0,0.922,48.67
2004,12,1,0,5.78333333333333,2.786,0,2.208,0,0.908,49.14
2004,12,1,3,5.68333333333333,2.709,0,1.617,0,0.94,50.05
2004,12,1,6,5.60833333333333,2.59,0,1.696,0,0.94,46.88
2004,12,1,9,5.63333333333333,2.784,0.001,1.308,40.947,0.919,44.74
2004,12,1,12,5.775,3.922,0,2.664,365.445,0.847,42.94
2004,12,1,15,5.88333333333333,4.371,0.051,2.569,348.973,0.795,40.62
2004,12,1,18,5.90833333333333,2.589,0.004,1.765,7.089,0.904,44.83
2004,12,1,21,5.95,2.212,1.587,1.306,0,0.971,48.67
2004,12,2,0,5.975,2.049,1.559,1.191,0,0.979,48.63
2004,12,2,3,5.83333333333333,2.123,0,0.827,0,0.979,46.67
2004,12,2,6,5.725,2.319,0,1.281,0,0.979,44.29
2004,12,2,9,5.71666666666667,1.727,0,1.35,64.227,0.98,47.71
2004,12,2,12,5.83333333333333,2.338,0,1.779,338.401,0.959,48.24
2004,12,2,15,6.04166666666667,2.748,0,1.165,191.828,0.958,48.65
2004,12,2,18,6.1,1.609,0,0.894,5.774,0.979,46.65
2004,12,2,21,6.15833333333333,1.431,0.016,1.351,0,0.979,48.99
2004,12,3,0,6.10833333333333,1.215,0.074,1.021,0,0.98,51.99
2004,12,3,3,5.90833333333333,1.339,0.127,1.094,0,0.983,47.88
