,change_score_raw,change_score_smooth
1937-07-01,0.3689456,0.31425413
1937-10-01,0.33338812,0.3434978
1938-01-01,0.23793654,0.3665868
1938-04-01,0.39773357,0.3825744
1938-07-01,0.43805757,0.39357272
1938-10-01,0.30893502,0.40395647
1939-01-01,0.16938412,0.41887733
1939-04-01,0.18108842,0.44236356
1939-07-01,0.1497204,0.47579047
1939-10-01,0.33920297,0.51729506
1940-01-01,0.3831759,0.56227565
1940-04-01,0.48743653,0.604805
1940-07-01,0.48626107,0.6393936
1940-10-01,0.319795,0.6623578
1941-01-01,0.3687446,0.6724087
1941-04-01,0.45496994,0.6703074
1941-07-01,0.1971763,0.6582666
1941-10-01,0.2564682,0.63909775
1942-01-01,0.54525757,0.6157868
1942-04-01,0.41753358,0.5913286
1942-07-01,0.33734995,0.56872827
1942-10-01,0.21575442,0.55098337
1943-01-01,0.24444492,0.54068595
1943-04-01,0.3180958,0.53951746
1943-07-01,0.30125117,0.547658
1943-10-01,0.4168484,0.56349957
1944-01-01,0.3305119,0.58375186
1944-04-01,0.23120585,0.60403156
1944-07-01,0.32004246,0.6198797
1944-10-01,0.37034944,0.6279941
1945-01-01,0.7026908,0.6272567
1945-04-01,0.3966822,0.61912525
1945-07-01,0.26019403,0.60722166
1945-10-01,0.17055883,0.596075
1946-01-01,0.22044405,0.58937466
1946-04-01,0.33682314,0.5885875
1946-07-01,0.3626481,0.59237653
1946-10-01,0.40303528,0.5970848
1947-01-01,0.3224558,0.5981692
1947-04-01,0.44680116,0.59203714
1947-07-01,0.4561096,0.5776393
1947-10-01,0.30711627,0.5572097
1948-01-01,0.36410674,0.53589076
1948-04-01,0.26717138,0.5203847
1948-07-01,0.23880519,0.5167726
1948-10-01,0.20605463,0.5283666
1949-01-01,0.24339966,0.55418825
1949-04-01,0.30064747,0.5885259
1949-07-01,0.30421036,0.6221165
1949-10-01,0.4136981,0.64435154
1950-01-01,0.6307422,0.6463927
1950-04-01,0.63785505,0.62379545
1950-07-01,0.34121355,0.57798743
1950-10-01,0.30253702,0.5158615
1951-01-01,0.21181466,0.4478625
1951-04-01,0.16662821,0.3851252
1951-07-01,0.17357358,0.33662832
1951-10-01,0.18037584,0.30747208
1952-01-01,0.19982107,0.29848656
1952-04-01,0.38140664,0.30717906
1952-07-01,0.39929423,0.32933447
1952-10-01,0.2819247,0.3604489
1953-01-01,0.25416982,0.3964517
1953-04-01,0.24166845,0.43357787
1953-07-01,0.3128253,0.46778494
1953-10-01,0.27902642,0.49443322
1954-01-01,0.30547643,0.50861347
1954-04-01,0.3504695,0.5062744
1954-07-01,0.651388,0.48577142
1954-10-01,0.51058173,0.44900483
1955-01-01,0.25620937,0.40156543
1955-04-01,0.12758395,0.35172665
1955-07-01,0.05899728,0.3084728
1955-10-01,0.16340637,0.27940047
1956-01-01,0.27367294,0.26916745
1956-04-01,0.42510778,0.27892208
1956-07-01,0.25790328,0.30652034
1956-10-01,0.16274023,0.34733143
1957-01-01,0.2050048,0.3952371
1957-04-01,0.3867936,0.4435213
1957-07-01,0.34922782,0.4859328
1957-10-01,0.35110822,0.51772016
1958-01-01,0.46539372,0.5366304
1958-04-01,0.44467407,0.5434553
1958-07-01,0.3625339,0.5419741
1958-10-01,0.24377118,0.53791255
1959-01-01,0.24290937,0.5373718
1959-04-01,0.23402038,0.54483813
1959-07-01,0.2811733,0.56171036
1959-10-01,0.3254736,0.58589077
1960-01-01,0.27898377,0.6124751
1960-04-01,0.45636314,0.63537556
1960-07-01,0.5625514,0.64932734
1960-10-01,0.375135,0.6514423
1961-01-01,0.44934237,0.6417965
1961-04-01,0.32544315,0.6229721
1961-07-01,0.19887249,0.59876096
1961-10-01,0.19208698,0.5726789
1962-01-01,0.36319926,0.5468903
1962-04-01,0.41911098,0.5219451
1962-07-01,0.4740368,0.497256
1962-10-01,0.25794742,0.4718484
1963-01-01,0.19977236,0.44510722
1963-04-01,0.36206797,0.4171802
1963-07-01,0.31102327,0.3889524
1963-10-01,0.25939238,0.36183676
1964-01-01,0.32182693,0.33745703
1964-04-01,0.2259635,0.31738412
1964-07-01,0.29727793,0.30300578
1964-10-01,0.26079622,0.2955005
1965-01-01,0.23421451,0.29566595
1965-04-01,0.24798271,0.30379957
1965-07-01,0.31297144,0.3196467
1965-10-01,0.26738378,0.34225208
1966-01-01,0.26083735,0.36998677
1966-04-01,0.24871661,0.40064818
1966-07-01,0.34568167,0.4316797
1966-10-01,0.38359767,0.46036872
1967-01-01,0.3216762,0.48410526
1967-04-01,0.36638075,0.50060534
1967-07-01,0.23883869,0.50809497
1967-10-01,0.32066366,0.50551254
1968-01-01,0.47642958,0.49270242
1968-04-01,0.3705215,0.47054473
1968-07-01,0.23559628,0.44104525
1968-10-01,0.33245322,0.4071784
1969-01-01,0.2725363,0.3725737
1969-04-01,0.26707852,0.3409664
1969-07-01,0.2716943,0.3156525
1969-10-01,0.23812002,0.29899088
1970-01-01,0.230644,0.29214677
1970-04-01,0.22849104,0.29507843
1970-07-01,0.29777506,0.30677488
1970-10-01,0.3465389,0.3256202
1971-01-01,0.2043257,0.34981292
1971-04-01,0.30572993,0.37770283
1971-07-01,0.36664873,0.40792677
1971-10-01,0.23394197,0.4392858
1972-01-01,0.3431602,0.47044376
1972-04-01,0.36671117,0.4995206
1972-07-01,0.27938423,0.5239125
1972-10-01,0.28420177,0.5403486
1973-01-01,0.32965925,0.54548323
1973-04-01,0.4062678,0.53695273
1973-07-01,0.523313,0.5143548
1973-10-01,0.4677157,0.4799032
1974-01-01,0.24656592,0.43823788
1974-04-01,0.1334498,0.39544183
1974-07-01,0.1768944,0.35755053
1974-10-01,0.2980933,0.32896942
1975-01-01,0.26277256,0.31151113
1975-04-01,0.21796905,0.30425683
1975-07-01,0.33486277,0.30431154
1975-10-01,0.25606397,0.30816984
1976-01-01,0.37957722,0.31309476
1976-04-01,0.27265885,0.31799403
1976-07-01,0.29826382,0.32369733
1976-10-01,0.36359364,0.33240783
1977-01-01,0.20861033,0.34659314
1977-04-01,0.09138012,0.36791956
1977-07-01,0.16894715,0.39635226
1977-10-01,0.45189655,0.4299913
1978-01-01,0.5092525,0.46546754
1978-04-01,0.30160365,0.49867293
1978-07-01,0.2393853,0.5256636
1978-10-01,0.24925789,0.5434116
1979-01-01,0.42630225,0.5502942
1979-04-01,0.4722881,0.546298
1979-07-01,0.4309858,0.5329021
1979-10-01,0.25572595,0.51259404
1980-01-01,0.25825346,0.48815686
1980-04-01,0.27126265,0.46186447
1980-07-01,0.22618276,0.4350319
1980-10-01,0.3368414,0.40785107
1981-01-01,0.29518816,0.38003018
1981-04-01,0.4682151,0.35166255
1981-07-01,0.33600092,0.32379648
1981-10-01,0.20818476,0.2986516
1982-01-01,0.20138556,0.27911958
1982-04-01,0.12788238,0.26802582
1982-07-01,0.2055499,0.26726475
1982-10-01,0.33588216,0.27747813
1983-01-01,0.35899153,0.29821414
1983-04-01,0.24550848,0.3284287
1983-07-01,0.29786566,0.36691418
1983-10-01,0.33291307,0.41236934
1984-01-01,0.17344873,0.4633005
1984-04-01,0.16979827,0.51745415
1984-07-01,0.51568395,0.5720997
1984-10-01,0.46638647,0.62408274
1985-01-01,0.2674759,0.6704971
1985-04-01,0.40650758,0.70942026
1985-07-01,0.42919978,0.74024564
1985-10-01,0.4867148,0.7639834
1986-01-01,0.27015492,0.7828608
1986-04-01,0.33119252,0.799771
1986-07-01,0.37212786,0.81756145
1986-10-01,0.5346237,0.8383564
1987-01-01,0.39144215,0.8630852
1987-04-01,0.27843946,0.8912489
1987-07-01,0.27185038,0.92102826
1987-10-01,0.31829754,0.9497226
1988-01-01,0.9999999,0.9742848
1988-04-01,0.2967298,0.9918607
1988-07-01,0.3781703,0.99999994
1988-10-01,0.2800009,0.99677473
1989-01-01,0.34532994,0.9808776
1989-04-01,0.71959627,0.9518838
1989-07-01,0.49442226,0.9107254
1989-10-01,0.39612415,0.8603569
1990-01-01,0.3809057,0.8058711
1990-04-01,0.3992569,0.75415355
1990-07-01,0.27466643,0.712675
1990-10-01,0.22302334,0.68795735
1991-01-01,0.29378203,0.6838509
1991-04-01,0.33706218,0.700393
1991-07-01,0.2797527,0.73344237
1991-10-01,0.42106906,0.7754139
1992-01-01,0.34652442,0.8169256
1992-04-01,0.4528147,0.8489232
1992-07-01,0.5859828,0.86491215
1992-10-01,0.66194576,0.8622187
1993-01-01,0.3793511,0.8426557
1993-04-01,0.3102574,0.81155556
1993-07-01,0.22350602,0.7761235
1993-10-01,0.35889485,0.7434306
1994-01-01,0.34927502,0.718656
1994-04-01,0.3386122,0.7042519
1994-07-01,0.313598,0.7001337
1994-10-01,0.40698949,0.7043681
1995-01-01,0.45414394,0.71398985
1995-04-01,0.39418587,0.7256664
1995-07-01,0.3174997,0.7361654
1995-10-01,0.23285255,0.7426123
1996-01-01,0.32655922,0.74281895
1996-04-01,0.62276673,0.7358008
1996-07-01,0.5032054,0.7221876
1996-10-01,0.4193272,0.7043149
1997-01-01,0.32054797,0.6857218
1997-04-01,0.10100529,0.6701842
1997-07-01,0.17767702,0.66058946
1997-10-01,0.37312973,0.6582879
1998-01-01,0.72501373,0.66297984
1998-04-01,0.37326676,0.6731622
1998-07-01,0.13331734,0.6868112
1998-10-01,0.24604215,0.70190775
1999-01-01,0.5117381,0.7167185
1999-04-01,0.44643953,0.7297615
1999-07-01,0.35584658,0.73972374
1999-10-01,0.34851524,0.74530894
2000-01-01,0.4085867,0.7452878
2000-04-01,0.3386792,0.7386191
2000-07-01,0.40380952,0.724719
2000-10-01,0.41595766,0.70373374
2001-01-01,0.39579603,0.6767957
2001-04-01,0.3657938,0.64619637
2001-07-01,0.35340053,0.61525095
2001-10-01,0.29044294,0.58780795
2002-01-01,0.35784426,0.56758416
2002-04-01,0.22702324,0.55727774
2002-07-01,0.27895027,0.55806226
2002-10-01,0.2720841,0.5691476
2003-01-01,0.40073538,0.5881591
2003-04-01,0.3410324,0.61168265
2003-07-01,0.44224244,0.6360578
2003-10-01,0.3783774,0.65797114
2004-01-01,0.3019135,0.6749563
2004-04-01,0.28795803,0.6856095
2004-07-01,0.488226,0.68967205
2004-10-01,0.4158412,0.6878388
2005-01-01,0.38847762,0.68153924
2005-04-01,0.34624198,0.6725113
2005-07-01,0.28287938,0.6622814
2005-10-01,0.2638049,0.6517364
2006-01-01,0.42520446,0.64083976
2006-04-01,0.34031293,0.6286388
2006-07-01,0.45451546,0.61363584
2006-10-01,0.3036805,0.5943162
2007-01-01,0.365522,0.56971127
2007-04-01,0.2808627,0.5398976
2007-07-01,0.33028123,0.5063394
2007-10-01,0.4016048,0.47174856
2008-01-01,0.41239476,0.4397833
2008-04-01,0.19644241,0.4142495
2008-07-01,0.1647828,0.398221
2008-10-01,0.1839395,0.39322364
2009-01-01,0.2653336,0.39883772
2009-04-01,0.40623122,0.41272318
2009-07-01,0.35855076,0.43119106
2009-10-01,0.34285188,0.44995344
2010-01-01,0.3179702,0.46482328
2010-04-01,0.25582337,0.47231713
2010-07-01,0.19545652,0.47020736
2010-10-01,0.491779,0.4578789
2011-01-01,0.4840472,0.43664348
2011-04-01,0.31485492,0.40957394
2011-07-01,0.29977044,0.38103744
2011-10-01,0.14201371,0.3555544
2012-01-01,0.12808718,0.3367192
2012-04-01,0.1955494,0.32629558
2012-07-01,0.3424301,0.32400522
2012-10-01,0.44297332,0.32796118
2013-01-01,0.38246027,0.33550495
2013-04-01,0.23195802,0.34385931
2013-07-01,0.123594716,0.3504958
2013-10-01,0.24940939,0.35324028
2014-01-01,0.3786332,0.35027167
2014-04-01,0.3612808,0.34042373
2014-07-01,0.32049847,0.32356322
2014-10-01,0.36474547,0.30096546
2015-01-01,0.33852386,0.27526635
2015-04-01,0.14326149,0.24997468
2015-07-01,0.15651809,0.22853969
2015-10-01,0.10586622,0.21355526
2016-01-01,0.30219215,0.20632906
2016-04-01,0.43965173,0.2067829
2016-07-01,0.32163358,0.21374093
2016-10-01,0.15892456,0.22508053
2017-01-01,0.15609556,0.23784074
2017-04-01,0.20080848,0.2483309
2017-07-01,0.25899804,0.2526106
2017-10-01,0.38601404,0.24750492
2018-01-01,0.39996874,0.23187731
2018-04-01,0.45456722,0.20764695
2018-07-01,0.27432156,0.17985894
2018-10-01,0.10160749,0.15549351
2019-01-01,0.077359945,0.14124456
